basisOfRecord,class,classid,collectionCode,coordinateUncertaintyInMeters,country,countryCode,datasetID,date_end,date_mid,date_start,date_year,day,decimalLatitude,decimalLongitude,eventDate,eventID,family,familyid,footprintWKT,genus,genusid,geodeticDatum,individualCount,institutionCode,kingdom,kingdomid,language,marine,month,occurrenceID,occurrenceStatus,order,orderid,phylum,phylumid,recordedBy,samplingEffort,samplingProtocol,scientificName,scientificNameAuthorship,scientificNameID,species,speciesid,specificEpithet,startDayOfYear,suborder,suborderid,subphylum,subphylumid,superfamily,superfamilyid,taxonRank,waterBody,year,id,dataset_id,node_id,dropped,absence,originalScientificName,aphiaID,flags,bathymetry,shoredistance,sst,sss,datasetName,depth,fieldNumber,maximumDepthInMeters,minimumDepthInMeters,modified,occurrenceRemarks,coordinatePrecision,organismQuantity,organismQuantityType,stateProvince,catalogNumber,collectionID,continent,dateIdentified,higherClassification,higherGeography,identifiedBy,institutionID,license,locality,locationID,nomenclaturalCode,preparations,type,typeStatus,verbatimEventDate,verbatimLatitude,verbatimLongitude,taxonConceptID,vernacularName,endDayOfYear,county,eventRemarks,habitat,otherCatalogNumbers,dynamicProperties,georeferenceSources,subclass,subclassid,superdomain,superdomainid,bibliographicCitation,associatedReferences,ownerInstitutionCode,footprintSRS,references
HumanObservation,Hexacorallia,1340,PROCFish/C,30,Marshall Islands,MH,1a9cff56-5ffd-45f9-9e6a-1bc242f94165,1190073600000,1190073600000,1190073600000,2007,NA,7.064992,171.5941915,2007-09-18,225D5D16-A6A1-4FE2-B476-70C0521F708F,Actiniidae,100653,POINT (171.5941915 7.064992),Entacmaea,267415,WGS84,2,SPC,Animalia,2,en,TRUE,NA,225D5D16-A6A1-4FE2-B476-70C0521F708F_DF542953-4220-4A6C-A0B9-D54C68825927,present,Actiniaria,1360,Cnidaria,1267,Emmanuel Tardy,Sea cucumber day search,http://purl.org/spc/digilib/doc/pfj5w,Entacmaea quadricolor,"(Leuckart in R�ppell & Leuckart, 1828)",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,Pacific Ocean,NA,30b0c8a1-a68e-449c-a534-50280b4f910a,a9b5a5e3-6be6-4019-95e3-87a124e0a949,6c17c09e-5cc2-4d5a-8463-e866731d35a1,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,53,3420,28.71,34.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,CN,NA,NA,KR,NA,1233619200000,1233619200000,1233619200000,2009,NA,33.22750556,126.5631,2009-02-03,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,MABIK,Animalia,2,NA,TRUE,NA,MABIK CN00080303,NA,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,NA,Entacmaea quadricolor,289898,NA,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,NA,NA,NA,3294193e-9cc3-4e23-89aa-2e2652aea1b0,22084d80-20d1-40d6-9354-c6dd59f303f8,fc5278f9-ea56-4a01-a48a-f8c4071e3b3e,FALSE,FALSE,"Entacmaea quadricolor (Leuckart in Rüppell & Leuckart, 1828)",289898,NO_DEPTH,-3,26,20.09,33.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jeju-do,MABIK CN00080303,NA,NA,2/3/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,큰산호말미잘,NA,Seogwipo-si,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,CN,NA,NA,KR,NA,1474675200000,1474675200000,1474675200000,2016,NA,33.17336111,126.1252333,2016-09-24,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,MABIK,Animalia,2,NA,TRUE,NA,MABIK CN00078823,NA,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,NA,Entacmaea quadricolor,289898,NA,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,NA,NA,NA,34c4e722-d69a-4dac-8966-a652b8b6f5a5,22084d80-20d1-40d6-9354-c6dd59f303f8,fc5278f9-ea56-4a01-a48a-f8c4071e3b3e,FALSE,FALSE,"Entacmaea quadricolor (Leuckart in Rüppell & Leuckart, 1828)",289898,NO_DEPTH,94,10769,19.73,33.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jeju-do,MABIK CN00078823,NA,NA,9/24/16,NA,NA,Moon Hyewon,NA,NA,Daejeong-eup,NA,NA,NA,NA,NA,NA,NA,NA,NA,큰산호말미잘,NA,Seogwipo-si,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,IZ,NA,Maldives,NA,NA,-162518400000,-162518400000,-162518400000,1964,7,4.19,73.5258333333,1964-11-07,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,CAS,Animalia,2,en,TRUE,11,urn:catalog:CAS:IZ:10402,NA,Actiniaria,1360,Cnidaria,1267,R.N. Mariscal,NA,NA,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",NA,Entacmaea quadricolor,289898,quadricolor,312,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,1964,3710a36f-97ee-43ac-a33d-ae9c6936baac,aa16d305-d413-4c4a-90be-b1ec3298d58d,b7c47783-a020-4173-b390-7b57c4fa1426,FALSE,FALSE,Entacmaea quadricolor,289898,NA,-2,79,28.98,34.88,NA,0.76,024038,0.91,0.61,NA,Spec. notes: ca. 15 spec.; NOTES:no symbiotic fish with them.,NA,NA,NA,NA,10402,https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470,Asia,1979-10-23,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Actiniaria, Enthemonae, Actinioidea, Actiniidae","Asia, Indian Ocean",Daphne F. Dunn,http://grscicoll.org/institution/california-academy-sciences,https://creativecommons.org/publicdomain/zero/1.0/,"Male Atoll, inner part of outer reef, N of Hulele Island, among bases of dead ""Acropora,"".",05d30bc8-2598-11ed-aace-005056be1b7a,ICZN,Fluid-75% EtOH(15),Physical Object,VOUCHER,7 Nov 1964,"04 11'24""N","73 31'33""E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,IZ,NA,American Samoa,NA,NA,1002153600000,1002153600000,1002153600000,2001,4,-14.287,-170.6783333333,2001-10-04,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,CAS,Animalia,2,en,TRUE,10,urn:catalog:CAS:IZ:307418,NA,Actiniaria,1360,Cnidaria,1267,Coral Reef Research Foundation,NA,NA,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",NA,Entacmaea quadricolor,289898,quadricolor,277,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,2001,372f63ab-36e0-4ffa-b940-69fd1923366b,aa16d305-d413-4c4a-90be-b1ec3298d58d,b7c47783-a020-4173-b390-7b57c4fa1426,FALSE,FALSE,Entacmaea quadricolor,289898,ON_LAND,-13,-94,28.69,35.13,NA,4.5,307418,NA,4.5,2018-09-21 13:06:43,"Color: external brown, internal cream; Mucus: low; Morphology: Anemone; Rd br w/gr&wh tentacles, entacmea w/anemone fish; Inds 15cm diam",NA,NA,NA,NA,307418,https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470,Oceania,NA,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Actiniaria, Enthemonae, Actinioidea, Actiniidae","Oceania, South Pacific Ocean, Samoan Archipelago",Lori J. Bell,http://grscicoll.org/institution/california-academy-sciences,https://creativecommons.org/publicdomain/zero/1.0/,"Pago Pago harbor w side of entrance, s of Rainmaker, n of tank farm.",05535898-2598-11ed-aace-005056be1b7a,ICZN,Fluid-10% formalin in seawater(1),Physical Object,NA,4 October 2001,14°17.22'S,170°40.70'W,NA,NA,NA,NA,"Habitat: Fringing reef, sediment slope w/ reef patches; Fore reef slope","Substratum: Rock; Habitat: Fringing reef, sediment slope w/ reef patches; Fore reef slope",0CDN7959-L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,PROCFish/C,30,Solomon Islands,SB,7c0229a3-75b1-45e1-ab94-e036aa75f2db,1155254400000,1155254400000,1155254400000,2006,11,-8.1432,157.037425,2006-08-11,C4F685F2-0B88-4894-A60F-D2C8F0EBAA16,Actiniidae,100653,POINT (157.037425 -8.1432),Entacmaea,267415,WGS84,1,SPC,Animalia,2,en,TRUE,8,C4F685F2-0B88-4894-A60F-D2C8F0EBAA16_DF542953-4220-4A6C-A0B9-D54C68825927,present,Actiniaria,1360,Cnidaria,1267,Emmanuel Tardy,Reef front search,http://purl.org/spc/digilib/doc/pfj5w,Entacmaea quadricolor,"""(Leuckart in R�ppell & Leuckart, 1828)""",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,223,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,Pacific Ocean,2006,3cbb23e0-a428-4454-9c86-abca2afcb119,7cab72d0-12e0-46ac-823a-786cdb3ade40,6c17c09e-5cc2-4d5a-8463-e866731d35a1,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,8,70,29.47,34.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,co113,10000,NA,NA,NA,324691200000,324691200000,324691200000,1980,NA,-29.083,168,1980-04-16,NA,Actiniidae,100653,POINT (168.00000 -29.08300),Entacmaea,267415,NA,NA,AM,Animalia,2,NA,TRUE,NA,urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:G.15572,present,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,NA,3dbf44d2-acb4-40ae-907f-210b60a61da9,517ac935-af0f-4358-88fb-7093015182af,2a57cd59-6799-4579-955e-27c9af97aea4,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,50,3235,21.2,35.73,NA,NA,NA,NA,NA,2017-03-02T12:15:41,NA,NA,NA,NA,NA,G.15572,NA,NA,NA,NA,NA,NA,NA,NA,Bumbora Reserve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,PROCFish/C,30,Solomon Islands,SB,7c0229a3-75b1-45e1-ab94-e036aa75f2db,1150416000000,1150416000000,1150416000000,2006,16,-8.9741835,160.015683,2006-06-16,CF1B13DF-4E27-4EEF-BBB9-7C0EDB8249AB,Actiniidae,100653,POINT (160.015683 -8.9741835),Entacmaea,267415,WGS84,1,SPC,Animalia,2,en,TRUE,6,CF1B13DF-4E27-4EEF-BBB9-7C0EDB8249AB_DF542953-4220-4A6C-A0B9-D54C68825927,present,Actiniaria,1360,Cnidaria,1267,Emmanuel Tardy,Manta tow transect,http://purl.org/spc/digilib/doc/pfj5w,Entacmaea quadricolor,"""(Leuckart in R�ppell & Leuckart, 1828)""",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,167,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,Pacific Ocean,2006,3f57084e-1891-4ece-be49-7e6c6035b9d9,7cab72d0-12e0-46ac-823a-786cdb3ade40,6c17c09e-5cc2-4d5a-8463-e866731d35a1,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,47,10,29.38,34.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Anthozoa,1292,Invertebrate Zoology,NA,Oman,NA,NA,1106006400000,1106006400000,1106006400000,2005,NA,20.3987,58.48965,2005-01-18,NA,Actiniidae,100653,NA,Entacmaea,267415,WGS84,NA,UF,Animalia,2,NA,TRUE,NA,D2EAE49D-B779-419B-AC08-3DA33543D46C,NA,Actiniaria,1360,Cnidaria,1267,"Bonito, V.; Claereboudt, M.; Paulay, Gustav",NA,NA,Entacmaea quadricolor,Rüppell & Leuckart 1828,NA,Entacmaea quadricolor,289898,quadricolor,NA,Enthemonae,888371,NA,NA,Actinioidea,853973,NA,NA,NA,402cbdc0-d580-437d-b51a-5c6a9837966e,c5687a17-e454-40f9-9a4b-d04b2c812d74,b7c47783-a020-4173-b390-7b57c4fa1426,FALSE,FALSE,Entacmaea quadricolor,289898,"NO_DEPTH,ON_LAND",-2,-88,26.04,36,NA,NA,BOMAN-00165,NA,NA,2022-03-11 13:38:52,NA,NA,NA,NA,NA,4213-Cnidaria,NA,Asia,NA,NA,Oman,NA,NA,NA,alternating sand and limestone shore on E side of Bar Al Hikman Peninsula,37740e69-2f8f-4e9a-bc71-0aca73b32f60,NA,95% ethanol - 9999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,project=DigIn,GPS,Hexacorallia,1340,Biota,1,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,IZ,NA,Japan,NA,NA,236044800000,236044800000,236044800000,1977,25,24.7833333333,125.3333333333,1977-06-25,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,CAS,Animalia,2,en,TRUE,6,urn:catalog:CAS:IZ:9624,NA,Actiniaria,1360,Cnidaria,1267,Daphne F. Dunn,NA,NA,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",NA,Entacmaea quadricolor,289898,quadricolor,176,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,1977,412ec8fc-5bce-4cb2-8432-d1c11c94dcae,aa16d305-d413-4c4a-90be-b1ec3298d58d,b7c47783-a020-4173-b390-7b57c4fa1426,FALSE,FALSE,Entacmaea quadricolor,289898,"NO_DEPTH,ON_LAND",-49,-1640,NA,NA,NA,NA,024010,NA,NA,NA,"Spec. notes: 1; NOTES:In less than 3 m. Torn in collection. Column deep chestnut brown. Hosted fish ""Amphiprion frenatus""",NA,NA,NA,NA,9624,https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470,Asia,1977-06-25,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Actiniaria, Enthemonae, Actinioidea, Actiniidae","Asia, North Pacific Ocean",Daphne F. Dunn,http://grscicoll.org/institution/california-academy-sciences,https://creativecommons.org/publicdomain/zero/1.0/,"Ryukyu Islands, NW side of Miyako Island",05d2f983-2598-11ed-aace-005056be1b7a,ICZN,Fluid-10% formalin(1),Physical Object,VOUCHER,25 Jun 1977,24 47'N,125 20'E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,LIRS,100,Australia,NA,NA,1522454400000,1522454400000,1522454400000,2018,NA,-14.6752,145.446,2018-03-31 00:03:00,NA,Actiniidae,100653,POINT (145.44626 -14.67521),Entacmaea,267415,NA,NA,AM,Animalia,2,NA,TRUE,NA,a3964341-0afc-4139-bde0-31bef73a5756,present,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,NA,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,NA,43101361-9474-44cc-bb2e-437ccd312235,0e4e4700-5e70-48b1-b100-d6b05888dfa9,2a57cd59-6799-4579-955e-27c9af97aea4,FALSE,FALSE,Entacmaea quadricolor,289898,"NO_DEPTH,ON_LAND",1.96,-23,26.45,34.93,NA,NA,NA,NA,NA,2019-01-02T15:47:46,NA,0.0009,1,individuals,Queensland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,MAGNT_Coelenterate,100,Australia,NA,NA,372038400000,372038400000,372038400000,1981,NA,-11.1917,132.05,1981-10-16 23:10:00,NA,Actiniidae,100653,POINT (132.05000 -11.19167),Entacmaea,267415,NA,NA,MAGNT,Animalia,2,NA,TRUE,NA,urn:lsid:ozcam.taxonomy.org.au:MAGNT:Coelenterate:C003275,present,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,NA,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,NA,46adc6de-7adc-4146-8a73-651e1f4eee50,e00e2de4-7e7a-4fae-a1da-d3b49aefbf08,2a57cd59-6799-4579-955e-27c9af97aea4,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,-2,220,28.25,34.12,NA,NA,NA,NA,NA,2019-01-02T15:34:42,NA,0.0009,1,individuals,Northern Territory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,LIRS,100,Australia,NA,NA,1305331200000,1305331200000,1305331200000,2011,NA,-14.6904,145.451,2011-05-14 23:05:00,NA,Actiniidae,100653,POINT (145.45059 -14.69044),Entacmaea,267415,NA,NA,AM,Animalia,2,NA,TRUE,NA,a08095d0-7f60-4511-97ad-0ed56a2ae661,present,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,NA,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,NA,47792842-e07b-42df-bd30-ce81575eebbf,0e4e4700-5e70-48b1-b100-d6b05888dfa9,2a57cd59-6799-4579-955e-27c9af97aea4,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,1.86,94,26.45,34.93,NA,NA,NA,NA,NA,2019-01-02T15:47:16,NA,0.0009,1,individuals,Queensland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,IZ,NA,Indonesia,NA,NA,160012800000,160012800000,160012800000,1975,27,-3.7166666667,128.2,1975-01-27,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,CAS,Animalia,2,en,TRUE,1,urn:catalog:CAS:IZ:9639,NA,Actiniaria,1360,Cnidaria,1267,G.R. Allen,NA,NA,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",NA,Entacmaea quadricolor,289898,quadricolor,27,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,1975,47bae522-4d52-43aa-b75b-dbade2bd8737,aa16d305-d413-4c4a-90be-b1ec3298d58d,b7c47783-a020-4173-b390-7b57c4fa1426,FALSE,FALSE,Entacmaea quadricolor,289898,"DEPTH_EXCEEDS_BATH,ON_LAND",-279,-3285,NA,NA,NA,4,024022,NA,4,NA,"NOTES:Hosted fish ""Amphiprion melanopus."" Previousy identified as ""Radianthus"" sp. Voucher spec. for Dunn, D.F. 1981. Trans. Amer. Philosoph. Soc. 71(1):28.",NA,NA,NA,NA,9639,https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470,Asia,1975-02,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Actiniaria, Enthemonae, Actinioidea, Actiniidae","Asia, Pacific Ocean",Daphne F. Dunn,http://grscicoll.org/institution/california-academy-sciences,https://creativecommons.org/publicdomain/zero/1.0/,"Moluccas Islands, Banda Sea, E coast of Ambon, off Tial Villiage.",05d302ec-2598-11ed-aace-005056be1b7a,ICZN,Fluid-10% formalin(1)|MicroSlide(s)(1),Physical Object,VOUCHER,27 Jan 1975,03 43'S,128 12'E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,PROCFish/C,30,Solomon Islands,SB,7c0229a3-75b1-45e1-ab94-e036aa75f2db,1155254400000,1155254400000,1155254400000,2006,11,-8.1907415,157.0064585,2006-08-11,18BDAB8E-DDFF-4B7C-BB90-76CD6806E8B5,Actiniidae,100653,POINT (157.0064585 -8.1907415),Entacmaea,267415,WGS84,1,SPC,Animalia,2,en,TRUE,8,18BDAB8E-DDFF-4B7C-BB90-76CD6806E8B5_DF542953-4220-4A6C-A0B9-D54C68825927,present,Actiniaria,1360,Cnidaria,1267,Ferral Lasi,Manta tow transect,http://purl.org/spc/digilib/doc/pfj5w,Entacmaea quadricolor,"""(Leuckart in R�ppell & Leuckart, 1828)""",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,223,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,Pacific Ocean,2006,4beb7a59-e2a7-450e-a7a0-eb7aa9e6aa7f,7cab72d0-12e0-46ac-823a-786cdb3ade40,6c17c09e-5cc2-4d5a-8463-e866731d35a1,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,2,43,29.46,34.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,CN,NA,NA,KR,NA,1349827200000,1349827200000,1349827200000,2012,NA,33.17315,126.2773306,2012-10-10,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,MABIK,Animalia,2,NA,TRUE,NA,MABIK CN00078284,NA,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,NA,Entacmaea quadricolor,289898,NA,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,NA,NA,NA,4c777b75-7b2b-4162-9038-27affe568278,22084d80-20d1-40d6-9354-c6dd59f303f8,fc5278f9-ea56-4a01-a48a-f8c4071e3b3e,FALSE,FALSE,"Entacmaea quadricolor (Leuckart in Rüppell & Leuckart, 1828)",289898,NO_DEPTH,-1,110,19.82,33.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jeju-do,MABIK CN00078284,NA,NA,10/10/12,NA,NA,Song Junim,NA,NA,Daejeong-eup,NA,NA,NA,NA,NA,NA,NA,NA,NA,큰산호말미잘,NA,Seogwipo-si,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,MAGNT_Coelenterate,100,Australia,NA,NA,585705600000,585705600000,585705600000,1988,NA,-12.4983,130.883,1988-07-24 23:07:00,NA,Actiniidae,100653,POINT (130.88333 -12.49833),Entacmaea,267415,NA,NA,MAGNT,Animalia,2,NA,TRUE,NA,urn:lsid:ozcam.taxonomy.org.au:MAGNT:Coelenterate:C005549,present,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,NA,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,NA,4e05b0e8-6c71-496e-81a7-f787dd125794,e00e2de4-7e7a-4fae-a1da-d3b49aefbf08,2a57cd59-6799-4579-955e-27c9af97aea4,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,3,303,28.51,33.73,NA,NA,NA,NA,NA,2019-01-02T15:38:05,NA,0.0009,1,individuals,Northern Territory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,IZ,NA,Japan,NA,NA,236131200000,236131200000,236131200000,1977,26,24.7833333333,125.3333333333,1977-06-26,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,CAS,Animalia,2,en,TRUE,6,urn:catalog:CAS:IZ:9630,NA,Actiniaria,1360,Cnidaria,1267,"Daphne F. Dunn, J.T. Moyer",NA,NA,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",NA,Entacmaea quadricolor,289898,quadricolor,177,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,1977,521771f9-75fe-4463-94a0-305e2b46c072,aa16d305-d413-4c4a-90be-b1ec3298d58d,b7c47783-a020-4173-b390-7b57c4fa1426,FALSE,FALSE,Entacmaea quadricolor,289898,"NO_DEPTH,ON_LAND",-49,-1640,NA,NA,NA,NA,024009,NA,NA,NA,"Spec. notes: 1; NOTES:Attached deep in ""Acropora"" bed. Column pinkish-brown. One animal from a cluster sheltering fish ""Amphiprion frenatus"" Histology code PHM 2.",NA,NA,NA,NA,9630,https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470,Asia,1977-06-26,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Actiniaria, Enthemonae, Actinioidea, Actiniidae","Asia, North Pacific Ocean",Daphne F. Dunn,http://grscicoll.org/institution/california-academy-sciences,https://creativecommons.org/publicdomain/zero/1.0/,"Ryukyu Islands, E of Mayako, S side of Okami Island",05d2f8ec-2598-11ed-aace-005056be1b7a,ICZN,Fluid-10% formalin(1),Physical Object,VOUCHER,26 Jun 1977,24 47'N,125 20'E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
