basisOfRecord,class,classid,collectionCode,coordinateUncertaintyInMeters,country,countryCode,datasetID,date_end,date_mid,date_start,date_year,day,decimalLatitude,decimalLongitude,eventDate,eventID,family,familyid,footprintWKT,genus,genusid,geodeticDatum,individualCount,institutionCode,kingdom,kingdomid,language,marine,month,occurrenceID,occurrenceStatus,order,orderid,phylum,phylumid,recordedBy,samplingEffort,samplingProtocol,scientificName,scientificNameAuthorship,scientificNameID,species,speciesid,specificEpithet,startDayOfYear,suborder,suborderid,subphylum,subphylumid,superfamily,superfamilyid,taxonRank,waterBody,year,id,dataset_id,node_id,dropped,absence,originalScientificName,aphiaID,flags,bathymetry,shoredistance,sst,sss,datasetName,depth,fieldNumber,maximumDepthInMeters,minimumDepthInMeters,modified,occurrenceRemarks,coordinatePrecision,organismQuantity,organismQuantityType,stateProvince,catalogNumber,collectionID,continent,dateIdentified,higherClassification,higherGeography,identifiedBy,institutionID,license,locality,locationID,nomenclaturalCode,preparations,type,typeStatus,verbatimEventDate,verbatimLatitude,verbatimLongitude,taxonConceptID,vernacularName,endDayOfYear,county,eventRemarks,habitat,otherCatalogNumbers,dynamicProperties,georeferenceSources,subclass,subclassid,superdomain,superdomainid,bibliographicCitation,associatedReferences,ownerInstitutionCode,footprintSRS,references
PreservedSpecimen,Hexacorallia,1340,MIZ,NA,Australia,NA,NA,396576000000,396576000000,396576000000,1982,NA,-16.85,122.1167,1982-07-27T14:00:00Z,NA,Actiniidae,100653,POINT (122.11670 -16.85000),Entacmaea,267415,NA,3,WAM,Animalia,2,NA,TRUE,NA,urn:lsid:taxonomy.org.au:MIZ:55723,present,Actiniaria,1360,Cnidaria,1267,WA Museum Party,NA,NA,Entacmaea quadricolor,"(RÃ¼ppell & Leuckart, 1828)",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,NA,d2058d8f-cdc3-4c21-a86e-ba417a4614b7,0a6c216b-0abe-44d2-a45c-43d9611e2a03,2a57cd59-6799-4579-955e-27c9af97aea4,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,-1,280,27.78,34.77,NA,NA,NA,NA,NA,2022-06-22T06:10:04,NA,NA,NA,NA,Western Australia,Z55723,NA,NA,2007-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,urn:lsid:biodiversity.org.au:afd.taxon:94a8d388-13be-4f33-a084-db0ff73105c3,bubbletip anemone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,co200,1000,Australia,NA,NA,1122595200000,1122595200000,1122595200000,2005,NA,-12.17667,136.71667,2005-07-29,NA,Actiniidae,100653,POINT (136.71667 -12.17667),Entacmaea,267415,NA,NA,QM,Animalia,2,NA,TRUE,NA,urn:lsid:ozcam.taxonomy.org.au:QM.Corals:G59161,present,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,NA,d246dd5f-b5cb-4502-bd4f-4ede2be83e66,6078be2d-e1af-47b3-bd70-3956dd95f664,2a57cd59-6799-4579-955e-27c9af97aea4,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,1,907,27.73,34.18,NA,NA,NA,NA,NA,2017-02-27T09:45:57,NA,NA,NA,NA,NA,G59161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,IZ,NA,Indonesia,NA,NA,246931200000,246931200000,246931200000,1977,29,-4.5166666667,129.8666666667,1977-10-29,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,CAS,Animalia,2,en,TRUE,10,urn:catalog:CAS:IZ:9642,NA,Actiniaria,1360,Cnidaria,1267,Daphne F. Dunn,NA,NA,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",NA,Entacmaea quadricolor,289898,quadricolor,302,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,1977,d3066a4b-baaf-4324-84dd-abdbb1d7c2a0,aa16d305-d413-4c4a-90be-b1ec3298d58d,b7c47783-a020-4173-b390-7b57c4fa1426,FALSE,FALSE,Entacmaea quadricolor,289898,DEPTH_EXCEEDS_BATH,-120,174,28.46,33.49,NA,4,024025,NA,4,NA,"Spec. notes: 1; NOTES:Tentacles bright maroon, column yellow-green-brown. Pieces only, remainder of specimen #CA 86 in.",NA,NA,NA,NA,9642,https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470,Asia,1977-10-29,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Actiniaria, Enthemonae, Actinioidea, Actiniidae","Asia, Pacific Ocean",Daphne F. Dunn,http://grscicoll.org/institution/california-academy-sciences,https://creativecommons.org/publicdomain/zero/1.0/,"Moluccas Islands [Maluku Islands], Banda Sea, Banda Islands (Kepuluan Banda), Great Banda Island, Banda Neira reef drop-off, attached deep in crack of coral boulder.",05d304ca-2598-11ed-aace-005056be1b7a,ICZN,Fluid-10% formalin(1),Physical Object,VOUCHER,29 Oct 1977,04 31'S,129 52'E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,IZ,NA,Japan,NA,NA,236649600000,236649600000,236649600000,1977,2,26.5,127.85,1977-07-02,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,CAS,Animalia,2,en,TRUE,7,urn:catalog:CAS:IZ:9644,NA,Actiniaria,1360,Cnidaria,1267,Daphne F. Dunn,NA,NA,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",NA,Entacmaea quadricolor,289898,quadricolor,183,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,1977,d448c04f-6abd-4ed0-ba8b-706863a1b5a1,aa16d305-d413-4c4a-90be-b1ec3298d58d,b7c47783-a020-4173-b390-7b57c4fa1426,FALSE,FALSE,Entacmaea quadricolor,289898,ON_LAND,-12,-437,25.02,34.51,NA,2,024027,NA,2,NA,"NOTES:Pedal disk torn off in collection. Host to two fish, ""Amphiprion frenatus.""",NA,NA,NA,Okinawa Prefecture,9644,https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470,Asia,1977-07-02,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Actiniaria, Enthemonae, Actinioidea, Actiniidae","Asia, North Pacific Ocean, Japan, Ryukyu Islands",Daphne F. Dunn,http://grscicoll.org/institution/california-academy-sciences,https://creativecommons.org/publicdomain/zero/1.0/,"Nago Bay, Serigaki, Onna-son, in ""Acropora"" bed.",05d30602-2598-11ed-aace-005056be1b7a,ICZN,Fluid-10% formalin(1),Physical Object,VOUCHER,2 Jul 1977,26 30'N,127 51'E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,IZ,NA,American Samoa,NA,NA,-201052800000,-201052800000,-201052800000,1963,19,-14.325,-172.7,1963-08-19,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,CAS,Animalia,2,en,TRUE,8,urn:catalog:CAS:IZ:10386,NA,Actiniaria,1360,Cnidaria,1267,R.N. Mariscal,NA,NA,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",NA,Entacmaea quadricolor,289898,quadricolor,231,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,1963,d5481840-039b-45fe-95e4-660cf03e4e1b,aa16d305-d413-4c4a-90be-b1ec3298d58d,b7c47783-a020-4173-b390-7b57c4fa1426,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,3852,60881,28.74,34.99,NA,NA,024035,NA,NA,NA,"NOTES:Symb. fish ""Amphiprion melanopus"" CAS Ichthy. #: 44572.",NA,NA,NA,NA,10386,https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470,Oceania,1979-10-23,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Actiniaria, Enthemonae, Actinioidea, Actiniidae","Oceania, South Pacific Ocean, Samoan Archipelago",Daphne F. Dunn,http://grscicoll.org/institution/california-academy-sciences,https://creativecommons.org/publicdomain/zero/1.0/,"Tutuila Island, off Tatuna Airport, broken coral ""reef"" flat bordering lagoon",05ab47aa-2598-11ed-aace-005056be1b7a,ICZN,Fluid-75% EtOH(1),Physical Object,VOUCHER,19 Aug 1963,14 19.5' S,172 42' W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,IZ,NA,"Micronesia, Federated States of",NA,NA,726019200000,726019200000,726019200000,1993,3,7.4828333333,151.8281666667,1993-01-03,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,CAS,Animalia,2,en,TRUE,1,urn:catalog:CAS:IZ:306496,NA,Actiniaria,1360,Cnidaria,1267,Coral Reef Research Foundation,NA,NA,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",NA,Entacmaea quadricolor,289898,quadricolor,3,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,1993,d8e5b9b5-eb5d-4c67-91e3-edbaca61b431,aa16d305-d413-4c4a-90be-b1ec3298d58d,b7c47783-a020-4173-b390-7b57c4fa1426,FALSE,FALSE,Entacmaea quadricolor,289898,NA,29,82,29.23,33.98,NA,1,306496,NA,1,2018-09-21 13:06:16,"Burried down in dead acropora; Color: external brown, internal tan; Mucus: medium; Odor: strong; Morphology: Anemone; Brn bulbous tent. w/brt purp base,2-3cm dia when closed up, distinct strong odor; 10-15cm open; Associations: Zooxanthellae,; Voucher: LJB",NA,NA,NA,Chuuk State,306496,https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470,Oceania,NA,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Actiniaria, Enthemonae, Actinioidea, Actiniidae","Oceania, North Pacific Ocean, Caroline Islands, Micronesia, Federated States of",Lori J. Bell,http://grscicoll.org/institution/california-academy-sciences,https://creativecommons.org/publicdomain/zero/1.0/,"Chuuk lagoon, reef around Scheiben Island n of airport on Moen Island.",93d0db6b-a917-11e5-b450-60eb693e819a,ICZN,Fluid-70% EtOH(1),Physical Object,NA,3 January 1993,07°28.97'N,151°49.69'E,NA,NA,NA,NA,Habitat: Reef top,Substratum: Dead coral; Habitat: Reef top,0CDN0851-J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,PROCFish/C,30,Solomon Islands,SB,7c0229a3-75b1-45e1-ab94-e036aa75f2db,1155254400000,1155254400000,1155254400000,2006,11,-8.1432,157.037425,2006-08-11,80A2396B-623D-4AA1-98BE-BF67C002FFA8,Actiniidae,100653,POINT (157.037425 -8.1432),Entacmaea,267415,WGS84,3,SPC,Animalia,2,en,TRUE,8,80A2396B-623D-4AA1-98BE-BF67C002FFA8_DF542953-4220-4A6C-A0B9-D54C68825927,present,Actiniaria,1360,Cnidaria,1267,Emmanuel Tardy,Reef front search,http://purl.org/spc/digilib/doc/pfj5w,Entacmaea quadricolor,"""(Leuckart in R�ppell & Leuckart, 1828)""",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,223,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,Pacific Ocean,2006,d91c6fd5-1408-4db8-92e8-b23a06da8c2c,7cab72d0-12e0-46ac-823a-786cdb3ade40,6c17c09e-5cc2-4d5a-8463-e866731d35a1,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,8,70,29.47,34.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,IZ,NA,Bahrain,NA,NA,782784000000,782784000000,782784000000,1994,22,26.225,50.6141666667,1994-10-22,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,CAS,Animalia,2,en,TRUE,10,urn:catalog:CAS:IZ:306741,NA,Actiniaria,1360,Cnidaria,1267,Coral Reef Research Foundation,NA,NA,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",NA,Entacmaea quadricolor,289898,quadricolor,295,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,1994,dadf4184-66a9-4944-8ea1-786658b8a820,aa16d305-d413-4c4a-90be-b1ec3298d58d,b7c47783-a020-4173-b390-7b57c4fa1426,FALSE,FALSE,Entacmaea quadricolor,289898,ON_LAND,-1,-34,26.78,37.59,NA,3,306741,NA,3,2018-09-21 13:06:23,"Color: external brown, internal brown; Mucus: low; Morphology: Anemone; Entacmaea quadricolor anemone, no fish amongst rocky heads; 10cm dia; Associations: Zooxanthellae,",NA,NA,NA,NA,306741,https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470,Asia,NA,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Actiniaria, Enthemonae, Actinioidea, Actiniidae",Asia,Charlie Arneson,http://grscicoll.org/institution/california-academy-sciences,https://creativecommons.org/publicdomain/zero/1.0/,about .5 mi from boat marina.,053ced51-2598-11ed-aace-005056be1b7a,ICZN,Fluid-70% EtOH(2),Physical Object,NA,22 October 1994,26°13.50'N,050°36.85'E,NA,NA,NA,NA,Habitat: Rock and sand; Rock and rubble,Substratum: Rock; Habitat: Rock and sand; Rock and rubble,0CDN3030-C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,LIRS,100,Australia,NA,NA,1541635200000,1541635200000,1541635200000,2018,NA,-14.6477,145.459,2018-11-08 00:11:00,NA,Actiniidae,100653,POINT (145.45905 -14.64767),Entacmaea,267415,NA,NA,AM,Animalia,2,NA,TRUE,NA,b398f64d-cd90-4272-a1f2-a8f2624ac931,present,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,NA,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,NA,dbba899f-6ec7-466a-a1e8-9a43c365c4d2,0e4e4700-5e70-48b1-b100-d6b05888dfa9,2a57cd59-6799-4579-955e-27c9af97aea4,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,3.61,21,26.52,34.91,NA,NA,NA,NA,NA,2019-01-02T15:49:58,NA,0.0009,1,individuals,Queensland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,PROCFish/C,30,Marshall Islands,MH,1a9cff56-5ffd-45f9-9e6a-1bc242f94165,1189382400000,1189382400000,1189382400000,2007,NA,7.194325,171.086533,2007-09-10,BE636981-5A4A-4D7A-A1F6-69AB4447F4C0,Actiniidae,100653,POINT (171.086533 7.194325),Entacmaea,267415,WGS84,1,SPC,Animalia,2,en,TRUE,NA,BE636981-5A4A-4D7A-A1F6-69AB4447F4C0_DF542953-4220-4A6C-A0B9-D54C68825927,present,Actiniaria,1360,Cnidaria,1267,Emmanuel Tardy,Sea cucumber day search,http://purl.org/spc/digilib/doc/pfj5w,Entacmaea quadricolor,"(Leuckart in R�ppell & Leuckart, 1828)",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,Pacific Ocean,NA,e0cd0b02-761e-4b75-b654-7740edbf6864,a9b5a5e3-6be6-4019-95e3-87a124e0a949,6c17c09e-5cc2-4d5a-8463-e866731d35a1,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,1046,881,28.74,34.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,LIRS,100,NA,NA,NA,1327708800000,1327708800000,1327708800000,2012,NA,-14.6195,145.627,2012-01-28 00:01:00,NA,Actiniidae,100653,POINT (145.62661 -14.61955),Entacmaea,267415,NA,NA,AM,Animalia,2,NA,TRUE,NA,60c22167-8e82-497e-bfcb-921476caace2,present,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,NA,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,NA,e10f393f-4071-445d-ad7e-c965f536cbc4,0e4e4700-5e70-48b1-b100-d6b05888dfa9,2a57cd59-6799-4579-955e-27c9af97aea4,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,2.98,16958,26.66,34.89,NA,NA,NA,NA,NA,2019-01-02T15:37:42,NA,0.0009,1,individuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,LIRS,100,Australia,NA,NA,1468627200000,1468627200000,1468627200000,2016,NA,-14.6874,145.444,2016-07-16 23:07:00,NA,Actiniidae,100653,POINT (145.44426 -14.68742),Entacmaea,267415,NA,NA,AM,Animalia,2,NA,TRUE,NA,cffed5f7-0810-43e6-bf3e-29ca3e2f147f,present,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,NA,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,NA,e820efd7-50d4-4a4b-8dc1-cc05c5d56210,0e4e4700-5e70-48b1-b100-d6b05888dfa9,2a57cd59-6799-4579-955e-27c9af97aea4,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,5.23,288,26.45,34.93,NA,NA,NA,NA,NA,2019-01-02T15:54:00,NA,0.0009,1,individuals,Queensland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,PROCFish/C,10,Palau,PW,44c38c27-7221-4bf9-8cb9-f0fc6574a90f,1176076800000,1176076800000,1176076800000,2007,NA,7.32075,134.5149,2007-04-09,4ADC2CD1-AEBC-452D-9B32-A7C296F05CC2,Actiniidae,100653,POINT (134.5149 7.32075),Entacmaea,267415,WGS84,1,SPC,Animalia,2,en,TRUE,NA,4ADC2CD1-AEBC-452D-9B32-A7C296F05CC2_DF542953-4220-4A6C-A0B9-D54C68825927,present,Actiniaria,1360,Cnidaria,1267,Ferral Lasi,Soft benthos transect,http://purl.org/spc/digilib/doc/pfj5w,Entacmaea quadricolor,"""(Leuckart in Rüppell & Leuckart, 1828)""",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,Pacific Ocean,NA,ea82abce-df37-44ad-9f15-6439dafeb09b,564d447c-4974-4938-b88c-a17a65603d8f,6c17c09e-5cc2-4d5a-8463-e866731d35a1,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,-19,20,29.22,33.82,NA,NA,NA,NA,NA,2018-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,PROCFish/C,30,Solomon Islands,SB,7c0229a3-75b1-45e1-ab94-e036aa75f2db,1155254400000,1155254400000,1155254400000,2006,11,-8.163108,157.001775,2006-08-11,289EF7F8-122F-4D9A-BB19-05B5C87EEC7D,Actiniidae,100653,POINT (157.001775 -8.163108),Entacmaea,267415,WGS84,2,SPC,Animalia,2,en,TRUE,8,289EF7F8-122F-4D9A-BB19-05B5C87EEC7D_DF542953-4220-4A6C-A0B9-D54C68825927,present,Actiniaria,1360,Cnidaria,1267,Ferral Lasi,Reef front search,http://purl.org/spc/digilib/doc/pfj5w,Entacmaea quadricolor,"""(Leuckart in R�ppell & Leuckart, 1828)""",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,223,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,Pacific Ocean,2006,eba180e3-41df-4ec2-8b16-151ed75ab8a8,7cab72d0-12e0-46ac-823a-786cdb3ade40,6c17c09e-5cc2-4d5a-8463-e866731d35a1,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,7,768,29.47,34.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,PROCFish/C,30,Solomon Islands,SB,7c0229a3-75b1-45e1-ab94-e036aa75f2db,1155254400000,1155254400000,1155254400000,2006,11,-8.183475,157.018417,2006-08-11,DC83EB79-AD82-4167-B784-FAB925443BE9,Actiniidae,100653,POINT (157.018417 -8.183475),Entacmaea,267415,WGS84,1,SPC,Animalia,2,en,TRUE,8,DC83EB79-AD82-4167-B784-FAB925443BE9_DF542953-4220-4A6C-A0B9-D54C68825927,present,Actiniaria,1360,Cnidaria,1267,Ferral Lasi,Manta tow transect,http://purl.org/spc/digilib/doc/pfj5w,Entacmaea quadricolor,"""(Leuckart in R�ppell & Leuckart, 1828)""",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,223,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,Pacific Ocean,2006,ed30b7e6-de35-4f08-abe4-4b668e6a0d6c,7cab72d0-12e0-46ac-823a-786cdb3ade40,6c17c09e-5cc2-4d5a-8463-e866731d35a1,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,-42,11,29.46,34.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,SPRFMO VME,100,NA,NA,NA,1077494400000,1077494400000,1077494400000,2004,23,-14.35114956,-170.7286377,2004-02-23,NA,Actiniidae,100653,POINT (-170.7286 -14.3511),Entacmaea,267415,WGS84,NA,NIWA,Animalia,2,en,TRUE,2,160249,present,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,54,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,NA,Pacific Ocean,2004,ede038ac-925b-4575-8450-1e7fcb6e6d61,6c813a6c-86f7-4d45-beb5-33eebd8de938,6c17c09e-5cc2-4d5a-8463-e866731d35a1,FALSE,FALSE,Entacmaea quadricolor,289898,NA,190,52,28.69,35.14,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,13.5,31699901,16,11,2016-01-20,VME Group = Actiniaria; Source = OBIS CRED Rapid Ecological Assessment of Invertebrate in the Pacific Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MachineObservation,Hexacorallia,1340,Asia-Pacific,1000,Malaysia,NA,NA,1104451200000,1088640000000,1072915200000,2004,NA,2.825,104.155,2004,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,9,S9-5,Animalia,2,en,TRUE,NA,urn:catalog:S9-5:Asia-Pacific:Ke05.0008,present,Actiniaria,1360,Cnidaria,1267,NA,NA,Sampling was conducted by using six 100 transect lines. The line is set perpendicular along the coastline of the study site. All the invertebrates within 2.5 meters on each side of the transect line is recorded on an underwater slate by SCUBA divers. Underwater digital photographs of all the organisms were taken.,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,South China Sea,2004,ef67a7d4-1417-4b6e-a5ed-94184ec3f5bc,04e3fd32-b08b-4806-a016-d2dff52ae55a,0d07a0ea-9c75-48e8-b3fd-c28d653f4270,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,3,581,28.87,31.68,Asia-Pacific Dataset,NA,NA,NA,NA,2018-12-26T15:00:07+09:00,Density=0.0006 individuals_per_squaremeter; Latitude and longitude were extracted from Google Maps based on the description of the survey site.,NA,NA,NA,Pahang,Ke05.0008,NA,NA,NA,NA,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,"Reefs adjacent to Kg Tekek, Pulau Tioman Marine Park",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pulau Tioman,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kee Alfian, A.A., W.S. Wong, H. Badrul and Y.A. Affendi (2005) Macroinvertebrate diversity of Kg. Tekek, Pulau Tioman Marine Park. Proceedings of Second Regional Symposium on Environment and Natural Resources, 22-23 March 2005, Kuala Lumpur, pp. 79-84.",NA,NA,"GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]",http://www.godac.jamstec.go.jp/bismal/record/S9-5/Asia-Pacific/Ke05.0008
