scenario,fish,host,weight,group,D_env_host_fut,I_env_host,D_comb_host_fut,I_comb_host,D_env_host_cur,D_comb_host_cur,delta_D_env,delta_D_comb
ssp119_2100,Amphiprion_fuscocaudatus,Heteractis_aurora,0.25,generalist,0.3449132036812148,0.6313990160430302,0.47691551422693235,0.7676391246943495,0.40670397637570554,0.519947318535074,-0.061790772694490737,-0.043031804308141686
ssp119_2100,Amphiprion_latifasciatus,Heteractis_aurora,0.13,generalist,0.47545918624824945,0.7384053318251373,0.5660749436781565,0.8195956326032974,0.47567215529804296,0.5561964706677449,-2.1296904979350995e-4,0.00987847301041156
ssp119_2100,Amphiprion_polymnus,Heteractis_aurora,0.02,generalist,0.8424634193280264,0.9716120914050685,0.7603604873396828,0.9466437914022875,0.7780790464686491,0.7661209907785634,0.06438437285937726,-0.005760503438880682
ssp119_2100,Amphiprion_sebae,Heteractis_aurora,0.11,generalist,0.7911093295941839,0.9638422678024571,0.8149746353304342,0.9701825975701431,0.8060638514851066,0.8104583990847352,-0.014954521890922723,0.004516236245699079
ssp119_2100,Amphiprion_tricinctus,Heteractis_aurora,0.14,generalist,0.37668115872770036,0.7332292230958497,0.5646781462097195,0.8803948728884037,0.33076797893102583,0.4507116408535453,0.04591317979667453,0.11396650535617414
ssp119_2100,Amphiprion_sebae,Heteractis_malu,0.06,generalist,0.7898481203107963,0.9652710138462327,0.7451008795734017,0.9503241635990414,0.8282739317533588,0.8240405394146554,-0.03842581144256252,-0.07893965984125373
ssp119_2100,Amphiprion_tricinctus,Heteractis_malu,0.05,generalist,0.20022506691569453,0.5404012816996294,0.3681291036223976,0.7260367340042407,0.21764395377086765,0.3245467834068305,-0.01741888685517312,0.04358232021556707
ssp119_2100,Amphiprion_akindynos,Stichodactyla_haddoni,0.01,generalist,0.5333231647032224,0.7979064547009908,0.4201454466962238,0.6871457859169068,0.5139994393800899,0.49540760138376794,0.019323725323132535,-0.07526215468754416
ssp119_2100,Amphiprion_allardi,Stichodactyla_haddoni,0.14,generalist,0.5796502844212972,0.8564654864174512,0.5966641732785121,0.8625808526718759,0.5220919882139787,0.5441867214393712,0.05755829620731845,0.052477451839140876
ssp119_2100,Amphiprion_fuscocaudatus,Stichodactyla_haddoni,0.06,generalist,0.34956132443648047,0.6278208545179036,0.46934131216366504,0.748791978318875,0.39835667374936123,0.5013306285479432,-0.048795349312880765,-0.031989316384278155
ssp119_2100,Amphiprion_latifasciatus,Stichodactyla_haddoni,0.08,generalist,0.42546865828229385,0.7206973506177728,0.5044014812146773,0.7865684137265457,0.4688066762250179,0.5596469243151734,-0.04333801794272407,-0.05524544310049606
ssp119_2100,Amphiprion_polymnus,Stichodactyla_haddoni,0.88,generalist,0.6869958713352808,0.9107793832274539,0.6642093139075982,0.9081941628032186,0.6554827281345444,0.6715104247697096,0.03151314320073639,-0.007301110862111382
ssp119_2100,Amphiprion_sebae,Stichodactyla_haddoni,0.6,generalist,0.7104362284324085,0.9337805934073975,0.7376274583620098,0.9381490045937664,0.7985999581795286,0.8151670541755536,-0.08816372974712006,-0.07753959581354375
ssp119_2100,Amphiprion_tricinctus,Stichodactyla_haddoni,0.29,generalist,0.2905575389224988,0.6519713327820648,0.4745268116688448,0.8242254977766683,0.2708171841814512,0.38399499896971057,0.019740354741047628,0.09053181269913424
ssp119_2100,Amphiprion_ocellaris,Stichodactyla_gigantea,0.15,specialist,0.6852705469135434,0.9134364212030838,0.6191321488265922,0.8876425950727005,0.7477356235282175,0.7418808240025305,-0.06246507661467415,-0.12274867517593835
ssp119_2100,Amphiprion_percula,Stichodactyla_gigantea,0.19,specialist,0.717378096598249,0.9375501885349353,0.6471445751735956,0.8899994197234847,0.6966317789490926,0.6826849284752878,0.020746317649156465,-0.03554035330169225
ssp585_2050,Amphiprion_akindynos,Entacmaea_quadricolor,0.56,generalist,0.44587194200768976,0.7193149640429554,0.37760637237209793,0.6383687189973964,0.448610159774831,0.43721548870700355,-0.0027382177671412267,-0.05960911633490562
ssp585_2050,Amphiprion_allardi,Entacmaea_quadricolor,0.51,generalist,0.5868027401791518,0.8657248411374272,0.6641544552601585,0.9080373622554714,0.4954979261639496,0.532618953072667,0.09130481401520218,0.13153550218749144
ssp585_2050,Amphiprion_chrysogaster,Entacmaea_quadricolor,0.08,generalist,0.566155577546039,0.8352237563100472,0.4384889085265893,0.7393665563752274,0.39539395790090703,0.3009270548294636,0.17076161964513192,0.1375618536971257
ssp585_2050,Amphiprion_ephippium,Entacmaea_quadricolor,1,specialist,0.6886548792432291,0.9214310454151954,0.7084573801003906,0.9369622064010964,0.6255252544170538,0.651235360311797,0.06312962482617535,0.05722201978859365
ssp585_2050,Amphiprion_frenatus,Entacmaea_quadricolor,1,specialist,0.5249213845444372,0.8103952962236145,0.5168998822783346,0.8096281938225048,0.6804711429351669,0.6736592208428231,-0.1555497583907297,-0.15675933856448854
ssp585_2050,Amphiprion_fuscocaudatus,Entacmaea_quadricolor,0.15,generalist,0.3288021245306072,0.6127806927957692,0.4528666046315888,0.7467891648997156,0.41036396799571595,0.5234443705873076,-0.08156184346510875,-0.07057776595571885
ssp585_2050,Amphiprion_latifasciatus,Entacmaea_quadricolor,0.29,generalist,0.49045769317015697,0.7660686642912475,0.5921363023676576,0.8468525756676843,0.4923071154244263,0.585511033558032,-0.0018494222542693173,0.006625268809625551
ssp585_2050,Amphiprion_melanopus,Entacmaea_quadricolor,0.98,specialist,0.7394108840662721,0.9433062445758102,0.7105751200443855,0.9313285547699063,0.7480550910989409,0.7051397159585608,-0.008644207032668771,0.005435404085824658
ssp585_2050,Amphiprion_rubrocinctus,Entacmaea_quadricolor,1,specialist,0.399726687832317,0.7069685908222261,0.3787102595151899,0.6606726076454714,0.3295176685430037,0.3070410341931764,0.07020901928931333,0.07166922532201347
ssp585_2050,Amphiprion_sebae,Entacmaea_quadricolor,0.06,generalist,0.8209648827325796,0.9730975781749397,0.857659507569025,0.9816278027064228,0.7897487812494729,0.7965019778712976,0.031216101483106717,0.061157529697727364
ssp585_2050,Amphiprion_tricinctus,Entacmaea_quadricolor,0.22,generalist,0.3521088676737072,0.7060259454923088,0.5388341778462744,0.866996366665103,0.30734480314706036,0.4271310601331938,0.04476406452664683,0.11170311771308061
ssp585_2050,Amphiprion_akallopisos,Heteractis_magnifica,0.94,specialist,0.7642167702979107,0.9547877448647973,0.7575077207759089,0.9566179443956376,0.7210732782260962,0.7226403108503647,0.04314349207181445,0.03486740992554416
ssp585_2050,Amphiprion_akindynos,Heteractis_magnifica,0.02,generalist,0.3245378679488121,0.6078962085562128,0.2907319343942991,0.5400997737925112,0.37967950319528554,0.3738566870936849,-0.05514163524647342,-0.0831247526993858
ssp585_2050,Amphiprion_allardi,Heteractis_magnifica,0.11,generalist,0.5243946926258818,0.8207685233153189,0.6533255806151561,0.8907124609292044,0.4573236051432571,0.5002940817874028,0.06707108748262469,0.15303149882775335
ssp585_2050,Amphiprion_chrysogaster,Heteractis_magnifica,0.32,generalist,0.46255138857265643,0.7629445555579115,0.43093825418492104,0.7249730653818287,0.42811135933118394,0.34170951879647504,0.03444002924147249,0.089228735388446
ssp585_2050,Amphiprion_latifasciatus,Heteractis_magnifica,0.08,generalist,0.5410598628792986,0.778497908813575,0.654371425482727,0.8613072728175073,0.5460125515350809,0.6222266676258061,-0.004952688655782245,0.032144757856920836
ssp585_2050,Amphiprion_leucokranos,Heteractis_magnifica,0.14,generalist,0.6481400041945873,0.8965511683155907,0.7397115947717265,0.9505316577157252,0.6666934845788242,0.6266837584050448,-0.018553480384236876,0.11302783636668179
ssp585_2050,Amphiprion_nigripes,Heteractis_magnifica,1,specialist,0.6538705791828407,0.8598129949465277,0.6215632185112585,0.8633586376464883,0.732856141063021,0.654834841215972,-0.07898556188018024,-0.03327162270471351
ssp585_2050,Amphiprion_ocellaris,Heteractis_magnifica,0.85,specialist,0.51457357246240365,0.8041201045832382,0.5713423625987413,0.8487660012438065,0.6985232060071849,0.6955442206691062,-0.18394963354478122,-0.12420185807036488
ssp585_2050,Amphiprion_percula,Heteractis_magnifica,0.81,specialist,0.570723817168147,0.8721019487591307,0.5927151612481725,0.8728111337664349,0.7015713640845997,0.6662676166728674,-0.13084754691645273,-0.073552455424694907
ssp585_2050,Amphiprion_tricinctus,Heteractis_magnifica,0.03,generalist,0.40357388203957967,0.7210895966239649,0.59222981483824,0.8797835099911917,0.3459967984318786,0.4750450107773102,0.057577083607701085,0.11718480406092979
ssp585_2050,Amphiprion_akindynos,Heteractis_crispa,0.15,generalist,0.40366422419235104,0.687270597508702,0.3397531783030574,0.5933244434745863,0.4738430285890468,0.4607131534187402,-0.07017880439669577,-0.1209599751156828
ssp585_2050,Amphiprion_allardi,Heteractis_crispa,0.01,generalist,0.5582689600381776,0.8446066876194798,0.6615399659666648,0.8977299001403464,0.5391445620811792,0.5727490514328075,0.019124397956998385,0.08879091453385723
ssp585_2050,Amphiprion_fuscocaudatus,Heteractis_crispa,0.05,generalist,0.2776066752879621,0.5459205822324035,0.40132626697389406,0.6871852524189866,0.38751543664465016,0.4903501014556034,-0.10990876135668803,-0.08902383448170936
ssp585_2050,Amphiprion_leucokranos,Heteractis_crispa,0.43,generalist,0.6566391392779909,0.9035064408821519,0.7088380713553168,0.9444854224258354,0.6448092874550577,0.6192330311766794,0.011829851822933168,0.08960504017863746
ssp585_2050,Amphiprion_melanopus,Heteractis_crispa,0.02,specialist,0.6390724534853225,0.894280404886956,0.6512570532878577,0.904380762991428,0.7899581133014045,0.741555818875808,-0.15088565981608204,-0.09029876558795036
ssp585_2050,Amphiprion_sebae,Heteractis_crispa,0.11,generalist,0.7562465460178918,0.9442836012552965,0.7933315591359387,0.9615638392375275,0.7427777054690401,0.7600421877809387,0.013468840548851668,0.033289371354999986
ssp585_2050,Amphiprion_akindynos,Heteractis_aurora,0.01,generalist,0.4145421514025739,0.6850822494169932,0.3611454014188322,0.6212273584070968,0.4140414717400063,0.40855796520484056,5.006796625676158e-4,-0.04741256378600833
ssp585_2050,Amphiprion_allardi,Heteractis_aurora,0.07,generalist,0.5865188392144083,0.8630677954546532,0.6598097808809301,0.9046713127428265,0.468407242261237,0.5086016838726182,0.1181115969531713,0.15120809700831195
ssp585_2050,Amphiprion_fuscocaudatus,Heteractis_aurora,0.25,generalist,0.3447285808273952,0.6315780198670995,0.47381177691634313,0.7665021041731838,0.40670397637570554,0.519947318535074,-0.06197539554831033,-0.0461355416187309
ssp585_2050,Amphiprion_latifasciatus,Heteractis_aurora,0.13,generalist,0.4731565648795074,0.7365329347253939,0.5668297215212681,0.8203597340167474,0.47567215529804296,0.5561964706677449,-0.0025155904185355515,0.01063325085352318
ssp585_2050,Amphiprion_polymnus,Heteractis_aurora,0.02,generalist,0.8425346675563807,0.9712529594073297,0.7603213888708131,0.9468129170654521,0.7780790464686491,0.7661209907785634,0.06445562108773162,-0.005799601907750307
ssp585_2050,Amphiprion_sebae,Heteractis_aurora,0.11,generalist,0.7931883289314601,0.9646534088224582,0.8175151587323509,0.971136225347566,0.8060638514851066,0.8104583990847352,-0.012875522553646546,0.007056759647615762
