species,model_type,iter,fold,auc
Amphiprion_nigripes,HostOnly,31,3,0.486
Amphiprion_nigripes,HostOnly,32,4,0.91
Amphiprion_nigripes,HostOnly,33,1,0.802
Amphiprion_nigripes,HostOnly,34,2,0.885
Amphiprion_nigripes,HostOnly,35,3,0.484
Amphiprion_nigripes,HostOnly,36,4,0.916
Amphiprion_nigripes,HostOnly,37,1,0.802
Amphiprion_nigripes,HostOnly,38,2,0.861
Amphiprion_nigripes,HostOnly,39,3,0.471
Amphiprion_nigripes,HostOnly,40,4,0.914
Amphiprion_ocellaris,Combined,1,1,0.693
Amphiprion_ocellaris,Combined,2,2,0.819
Amphiprion_ocellaris,Combined,3,3,0.747
Amphiprion_ocellaris,Combined,4,4,0.845
Amphiprion_ocellaris,Combined,5,1,0.634
Amphiprion_ocellaris,Combined,6,2,0.836
Amphiprion_ocellaris,Combined,7,3,0.763
Amphiprion_ocellaris,Combined,8,4,0.806
Amphiprion_ocellaris,Combined,9,1,0.677
Amphiprion_ocellaris,Combined,10,2,0.841
Amphiprion_ocellaris,Combined,11,3,0.759
Amphiprion_ocellaris,Combined,12,4,0.855
Amphiprion_ocellaris,Combined,13,1,0.712
Amphiprion_ocellaris,Combined,14,2,0.82
Amphiprion_ocellaris,Combined,15,3,0.798
Amphiprion_ocellaris,Combined,16,4,0.847
Amphiprion_ocellaris,Combined,17,1,0.626
Amphiprion_ocellaris,Combined,18,2,0.818
Amphiprion_ocellaris,Combined,19,3,0.771
Amphiprion_ocellaris,Combined,20,4,0.817
Amphiprion_ocellaris,Combined,21,1,0.686
Amphiprion_ocellaris,Combined,22,2,0.856
Amphiprion_ocellaris,Combined,23,3,0.785
Amphiprion_ocellaris,Combined,24,4,0.825
Amphiprion_ocellaris,Combined,25,1,0.717
Amphiprion_ocellaris,Combined,26,2,0.805
Amphiprion_ocellaris,Combined,27,3,0.772
Amphiprion_ocellaris,Combined,28,4,0.842
Amphiprion_ocellaris,Combined,29,1,0.646
Amphiprion_ocellaris,Combined,30,2,0.851
Amphiprion_ocellaris,Combined,31,3,0.774
Amphiprion_ocellaris,Combined,32,4,0.824
Amphiprion_ocellaris,Combined,33,1,0.67
Amphiprion_ocellaris,Combined,34,2,0.826
Amphiprion_ocellaris,Combined,35,3,0.779
Amphiprion_ocellaris,Combined,36,4,0.845
Amphiprion_ocellaris,Combined,37,1,0.652
Amphiprion_ocellaris,Combined,38,2,0.812
Amphiprion_ocellaris,Combined,39,3,0.779
Amphiprion_ocellaris,Combined,40,4,0.821
Amphiprion_ocellaris,EnvOnly,1,1,0.632
Amphiprion_ocellaris,EnvOnly,2,2,0.801
Amphiprion_ocellaris,EnvOnly,3,3,0.715
Amphiprion_ocellaris,EnvOnly,4,4,0.797
Amphiprion_ocellaris,EnvOnly,5,1,0.594
Amphiprion_ocellaris,EnvOnly,6,2,0.809
Amphiprion_ocellaris,EnvOnly,7,3,0.736
Amphiprion_ocellaris,EnvOnly,8,4,0.765
Amphiprion_ocellaris,EnvOnly,9,1,0.635
Amphiprion_ocellaris,EnvOnly,10,2,0.806
Amphiprion_ocellaris,EnvOnly,11,3,0.715
Amphiprion_ocellaris,EnvOnly,12,4,0.814
Amphiprion_ocellaris,EnvOnly,13,1,0.675
Amphiprion_ocellaris,EnvOnly,14,2,0.781
Amphiprion_ocellaris,EnvOnly,15,3,0.772
Amphiprion_ocellaris,EnvOnly,16,4,0.819
Amphiprion_ocellaris,EnvOnly,17,1,0.59
Amphiprion_ocellaris,EnvOnly,18,2,0.799
Amphiprion_ocellaris,EnvOnly,19,3,0.738
Amphiprion_ocellaris,EnvOnly,20,4,0.763
Amphiprion_ocellaris,EnvOnly,21,1,0.642
Amphiprion_ocellaris,EnvOnly,22,2,0.823
Amphiprion_ocellaris,EnvOnly,23,3,0.755
Amphiprion_ocellaris,EnvOnly,24,4,0.783
Amphiprion_ocellaris,EnvOnly,25,1,0.67
Amphiprion_ocellaris,EnvOnly,26,2,0.78
Amphiprion_ocellaris,EnvOnly,27,3,0.724
Amphiprion_ocellaris,EnvOnly,28,4,0.792
Amphiprion_ocellaris,EnvOnly,29,1,0.602
Amphiprion_ocellaris,EnvOnly,30,2,0.821
Amphiprion_ocellaris,EnvOnly,31,3,0.748
Amphiprion_ocellaris,EnvOnly,32,4,0.776
Amphiprion_ocellaris,EnvOnly,33,1,0.624
Amphiprion_ocellaris,EnvOnly,34,2,0.808
Amphiprion_ocellaris,EnvOnly,35,3,0.747
Amphiprion_ocellaris,EnvOnly,36,4,0.805
Amphiprion_ocellaris,EnvOnly,37,1,0.605
Amphiprion_ocellaris,EnvOnly,38,2,0.79
Amphiprion_ocellaris,EnvOnly,39,3,0.749
Amphiprion_ocellaris,EnvOnly,40,4,0.769
Amphiprion_ocellaris,HostOnly,1,1,0.692
Amphiprion_ocellaris,HostOnly,2,2,0.693
Amphiprion_ocellaris,HostOnly,3,3,0.469
Amphiprion_ocellaris,HostOnly,4,4,0.779
Amphiprion_ocellaris,HostOnly,5,1,0.692
Amphiprion_ocellaris,HostOnly,6,2,0.731
Amphiprion_ocellaris,HostOnly,7,3,0.479
Amphiprion_ocellaris,HostOnly,8,4,0.771
Amphiprion_ocellaris,HostOnly,9,1,0.697
Amphiprion_ocellaris,HostOnly,10,2,0.757
Amphiprion_ocellaris,HostOnly,11,3,0.481
Amphiprion_ocellaris,HostOnly,12,4,0.782
Amphiprion_ocellaris,HostOnly,13,1,0.693
Amphiprion_ocellaris,HostOnly,14,2,0.708
Amphiprion_ocellaris,HostOnly,15,3,0.479
Amphiprion_ocellaris,HostOnly,16,4,0.794
Amphiprion_ocellaris,HostOnly,17,1,0.69
Amphiprion_ocellaris,HostOnly,18,2,0.724
Amphiprion_ocellaris,HostOnly,19,3,0.483
Amphiprion_ocellaris,HostOnly,20,4,0.783
Amphiprion_ocellaris,HostOnly,21,1,0.686
Amphiprion_ocellaris,HostOnly,22,2,0.76
Amphiprion_ocellaris,HostOnly,23,3,0.486
Amphiprion_ocellaris,HostOnly,24,4,0.793
Amphiprion_ocellaris,HostOnly,25,1,0.686
Amphiprion_ocellaris,HostOnly,26,2,0.675
Amphiprion_ocellaris,HostOnly,27,3,0.478
Amphiprion_ocellaris,HostOnly,28,4,0.765
Amphiprion_ocellaris,HostOnly,29,1,0.687
Amphiprion_ocellaris,HostOnly,30,2,0.718
Amphiprion_ocellaris,HostOnly,31,3,0.48
Amphiprion_ocellaris,HostOnly,32,4,0.799
Amphiprion_ocellaris,HostOnly,33,1,0.687
Amphiprion_ocellaris,HostOnly,34,2,0.705
Amphiprion_ocellaris,HostOnly,35,3,0.484
Amphiprion_ocellaris,HostOnly,36,4,0.779
Amphiprion_ocellaris,HostOnly,37,1,0.694
Amphiprion_ocellaris,HostOnly,38,2,0.724
Amphiprion_ocellaris,HostOnly,39,3,0.477
Amphiprion_ocellaris,HostOnly,40,4,0.755
Amphiprion_percula,Combined,1,1,0.901
Amphiprion_percula,Combined,2,2,0.916
Amphiprion_percula,Combined,3,3,0.744
Amphiprion_percula,Combined,4,1,0.927
Amphiprion_percula,Combined,5,2,0.91
Amphiprion_percula,Combined,6,3,0.726
Amphiprion_percula,Combined,7,1,0.924
Amphiprion_percula,Combined,8,2,0.91
Amphiprion_percula,Combined,9,3,0.735
Amphiprion_percula,Combined,10,1,0.91
Amphiprion_percula,Combined,11,2,0.887
Amphiprion_percula,Combined,12,3,0.744
Amphiprion_percula,Combined,13,1,0.915
Amphiprion_percula,Combined,14,2,0.871
Amphiprion_percula,Combined,15,3,0.721
Amphiprion_percula,Combined,16,1,0.929
Amphiprion_percula,Combined,17,2,0.887
Amphiprion_percula,Combined,18,3,0.732
Amphiprion_percula,Combined,19,1,0.931
Amphiprion_percula,Combined,20,2,0.894
Amphiprion_percula,Combined,21,3,0.777
Amphiprion_percula,Combined,22,1,0.905
Amphiprion_percula,Combined,23,2,0.905
Amphiprion_percula,Combined,24,3,0.738
Amphiprion_percula,Combined,25,1,0.913
Amphiprion_percula,Combined,26,2,0.9
Amphiprion_percula,Combined,27,3,0.75
Amphiprion_percula,Combined,28,1,0.931
Amphiprion_percula,Combined,29,2,0.921
Amphiprion_percula,Combined,30,3,0.775
Amphiprion_percula,Combined,31,1,0.911
Amphiprion_percula,Combined,32,2,0.905
Amphiprion_percula,Combined,33,3,0.759
Amphiprion_percula,Combined,34,1,0.925
Amphiprion_percula,Combined,35,2,0.867
Amphiprion_percula,Combined,36,3,0.748
Amphiprion_percula,Combined,37,1,0.919
Amphiprion_percula,Combined,38,2,0.888
Amphiprion_percula,Combined,39,3,0.783
Amphiprion_percula,Combined,40,1,0.916
Amphiprion_percula,EnvOnly,1,1,0.891
Amphiprion_percula,EnvOnly,2,2,0.923
Amphiprion_percula,EnvOnly,3,3,0.684
Amphiprion_percula,EnvOnly,4,1,0.913
Amphiprion_percula,EnvOnly,5,2,0.895
Amphiprion_percula,EnvOnly,6,3,0.66
Amphiprion_percula,EnvOnly,7,1,0.915
Amphiprion_percula,EnvOnly,8,2,0.902
Amphiprion_percula,EnvOnly,9,3,0.665
Amphiprion_percula,EnvOnly,10,1,0.894
Amphiprion_percula,EnvOnly,11,2,0.89
Amphiprion_percula,EnvOnly,12,3,0.677
Amphiprion_percula,EnvOnly,13,1,0.908
Amphiprion_percula,EnvOnly,14,2,0.85
Amphiprion_percula,EnvOnly,15,3,0.656
Amphiprion_percula,EnvOnly,16,1,0.914
Amphiprion_percula,EnvOnly,17,2,0.869
Amphiprion_percula,EnvOnly,18,3,0.669
Amphiprion_percula,EnvOnly,19,1,0.92
Amphiprion_percula,EnvOnly,20,2,0.873
Amphiprion_percula,EnvOnly,21,3,0.699
Amphiprion_percula,EnvOnly,22,1,0.903
Amphiprion_percula,EnvOnly,23,2,0.902
Amphiprion_percula,EnvOnly,24,3,0.672
Amphiprion_percula,EnvOnly,25,1,0.906
Amphiprion_percula,EnvOnly,26,2,0.892
Amphiprion_percula,EnvOnly,27,3,0.662
Amphiprion_percula,EnvOnly,28,1,0.923
Amphiprion_percula,EnvOnly,29,2,0.918
Amphiprion_percula,EnvOnly,30,3,0.688
Amphiprion_percula,EnvOnly,31,1,0.905
Amphiprion_percula,EnvOnly,32,2,0.912
Amphiprion_percula,EnvOnly,33,3,0.712
Amphiprion_percula,EnvOnly,34,1,0.911
Amphiprion_percula,EnvOnly,35,2,0.853
Amphiprion_percula,EnvOnly,36,3,0.689
Amphiprion_percula,EnvOnly,37,1,0.904
Amphiprion_percula,EnvOnly,38,2,0.869
Amphiprion_percula,EnvOnly,39,3,0.701
Amphiprion_percula,EnvOnly,40,1,0.912
Amphiprion_percula,HostOnly,1,1,0.683
Amphiprion_percula,HostOnly,2,2,0.799
Amphiprion_percula,HostOnly,3,3,0.695
Amphiprion_percula,HostOnly,4,1,0.76
Amphiprion_percula,HostOnly,5,2,0.817
Amphiprion_percula,HostOnly,6,3,0.697
Amphiprion_percula,HostOnly,7,1,0.697
Amphiprion_percula,HostOnly,8,2,0.8
Amphiprion_percula,HostOnly,9,3,0.692
Amphiprion_percula,HostOnly,10,1,0.708
Amphiprion_percula,HostOnly,11,2,0.816
Amphiprion_percula,HostOnly,12,3,0.667
Amphiprion_percula,HostOnly,13,1,0.736
Amphiprion_percula,HostOnly,14,2,0.757
Amphiprion_percula,HostOnly,15,3,0.691
Amphiprion_percula,HostOnly,16,1,0.75
Amphiprion_percula,HostOnly,17,2,0.807
Amphiprion_percula,HostOnly,18,3,0.685
Amphiprion_percula,HostOnly,19,1,0.73
Amphiprion_percula,HostOnly,20,2,0.816
Amphiprion_percula,HostOnly,21,3,0.689
Amphiprion_percula,HostOnly,22,1,0.711
Amphiprion_percula,HostOnly,23,2,0.821
Amphiprion_percula,HostOnly,24,3,0.695
Amphiprion_percula,HostOnly,25,1,0.702
Amphiprion_percula,HostOnly,26,2,0.799
Amphiprion_percula,HostOnly,27,3,0.702
Amphiprion_percula,HostOnly,28,1,0.731
Amphiprion_percula,HostOnly,29,2,0.827
Amphiprion_percula,HostOnly,30,3,0.679
Amphiprion_percula,HostOnly,31,1,0.735
Amphiprion_percula,HostOnly,32,2,0.771
Amphiprion_percula,HostOnly,33,3,0.684
Amphiprion_percula,HostOnly,34,1,0.732
Amphiprion_percula,HostOnly,35,2,0.793
Amphiprion_percula,HostOnly,36,3,0.697
Amphiprion_percula,HostOnly,37,1,0.712
Amphiprion_percula,HostOnly,38,2,0.752
Amphiprion_percula,HostOnly,39,3,0.697
Amphiprion_percula,HostOnly,40,1,0.743
Amphiprion_perideraion,EnvOnly,1,1,0.801
Amphiprion_perideraion,EnvOnly,2,2,0.713
Amphiprion_perideraion,EnvOnly,3,3,0.687
Amphiprion_perideraion,EnvOnly,4,4,0.799
Amphiprion_perideraion,EnvOnly,5,1,0.816
Amphiprion_perideraion,EnvOnly,6,2,0.711
Amphiprion_perideraion,EnvOnly,7,3,0.694
Amphiprion_perideraion,EnvOnly,8,4,0.797
Amphiprion_perideraion,EnvOnly,9,1,0.787
Amphiprion_perideraion,EnvOnly,10,2,0.71
Amphiprion_perideraion,EnvOnly,11,3,0.701
Amphiprion_perideraion,EnvOnly,12,4,0.784
Amphiprion_perideraion,EnvOnly,13,1,0.81
Amphiprion_perideraion,EnvOnly,14,2,0.704
Amphiprion_perideraion,EnvOnly,15,3,0.702
Amphiprion_perideraion,EnvOnly,16,4,0.802
Amphiprion_perideraion,EnvOnly,17,1,0.8
Amphiprion_perideraion,EnvOnly,18,2,0.715
Amphiprion_perideraion,EnvOnly,19,3,0.706
Amphiprion_perideraion,EnvOnly,20,4,0.792
Amphiprion_perideraion,EnvOnly,21,1,0.818
Amphiprion_perideraion,EnvOnly,22,2,0.728
Amphiprion_perideraion,EnvOnly,23,3,0.658
Amphiprion_perideraion,EnvOnly,24,4,0.804
Amphiprion_perideraion,EnvOnly,25,1,0.799
Amphiprion_perideraion,EnvOnly,26,2,0.696
Amphiprion_perideraion,EnvOnly,27,3,0.677
Amphiprion_perideraion,EnvOnly,28,4,0.799
Amphiprion_perideraion,EnvOnly,29,1,0.809
Amphiprion_perideraion,EnvOnly,30,2,0.716
Amphiprion_perideraion,EnvOnly,31,3,0.707
Amphiprion_perideraion,EnvOnly,32,4,0.798
Amphiprion_perideraion,EnvOnly,33,1,0.803
Amphiprion_perideraion,EnvOnly,34,2,0.7
Amphiprion_perideraion,EnvOnly,35,3,0.676
Amphiprion_perideraion,EnvOnly,36,4,0.8
Amphiprion_perideraion,EnvOnly,37,1,0.801
Amphiprion_perideraion,EnvOnly,38,2,0.701
Amphiprion_perideraion,EnvOnly,39,3,0.679
Amphiprion_perideraion,EnvOnly,40,4,0.794
Amphiprion_polymnus,Combined,1,1,0.725
Amphiprion_polymnus,Combined,2,2,0.83
Amphiprion_polymnus,Combined,3,3,0.785
Amphiprion_polymnus,Combined,4,4,0.884
Amphiprion_polymnus,Combined,5,1,0.799
Amphiprion_polymnus,Combined,6,2,0.85
Amphiprion_polymnus,Combined,7,3,0.781
Amphiprion_polymnus,Combined,8,4,0.887
Amphiprion_polymnus,Combined,9,1,0.744
Amphiprion_polymnus,Combined,10,2,0.84
Amphiprion_polymnus,Combined,11,3,0.75
Amphiprion_polymnus,Combined,12,4,0.888
Amphiprion_polymnus,Combined,13,1,0.79
Amphiprion_polymnus,Combined,14,2,0.843
Amphiprion_polymnus,Combined,15,3,0.776
Amphiprion_polymnus,Combined,16,4,0.861
Amphiprion_polymnus,Combined,17,1,0.752
Amphiprion_polymnus,Combined,18,2,0.861
Amphiprion_polymnus,Combined,19,3,0.763
Amphiprion_polymnus,Combined,20,4,0.906
Amphiprion_polymnus,Combined,21,1,0.78
Amphiprion_polymnus,Combined,22,2,0.844
Amphiprion_polymnus,Combined,23,3,0.795
Amphiprion_polymnus,Combined,24,4,0.88
Amphiprion_polymnus,Combined,25,1,0.772
Amphiprion_polymnus,Combined,26,2,0.846
Amphiprion_polymnus,Combined,27,3,0.78
Amphiprion_polymnus,Combined,28,4,0.886
Amphiprion_polymnus,Combined,29,1,0.771
Amphiprion_polymnus,Combined,30,2,0.864
Amphiprion_polymnus,Combined,31,3,0.799
Amphiprion_polymnus,Combined,32,4,0.868
Amphiprion_polymnus,Combined,33,1,0.775
Amphiprion_polymnus,Combined,34,2,0.868
Amphiprion_polymnus,Combined,35,3,0.791
Amphiprion_polymnus,Combined,36,4,0.874
Amphiprion_polymnus,Combined,37,1,0.792
Amphiprion_polymnus,Combined,38,2,0.852
Amphiprion_polymnus,Combined,39,3,0.81
Amphiprion_polymnus,Combined,40,4,0.881
Amphiprion_polymnus,EnvOnly,1,1,0.645
Amphiprion_polymnus,EnvOnly,2,2,0.802
Amphiprion_polymnus,EnvOnly,3,3,0.779
Amphiprion_polymnus,EnvOnly,4,4,0.864
Amphiprion_polymnus,EnvOnly,5,1,0.745
Amphiprion_polymnus,EnvOnly,6,2,0.851
Amphiprion_polymnus,EnvOnly,7,3,0.776
Amphiprion_polymnus,EnvOnly,8,4,0.851
Amphiprion_polymnus,EnvOnly,9,1,0.648
Amphiprion_polymnus,EnvOnly,10,2,0.791
Amphiprion_polymnus,EnvOnly,11,3,0.711
Amphiprion_polymnus,EnvOnly,12,4,0.875
Amphiprion_polymnus,EnvOnly,13,1,0.751
Amphiprion_polymnus,EnvOnly,14,2,0.843
Amphiprion_polymnus,EnvOnly,15,3,0.786
Amphiprion_polymnus,EnvOnly,16,4,0.853
Amphiprion_polymnus,EnvOnly,17,1,0.689
Amphiprion_polymnus,EnvOnly,18,2,0.869
Amphiprion_polymnus,EnvOnly,19,3,0.738
Amphiprion_polymnus,EnvOnly,20,4,0.906
Amphiprion_polymnus,EnvOnly,21,1,0.701
Amphiprion_polymnus,EnvOnly,22,2,0.812
Amphiprion_polymnus,EnvOnly,23,3,0.784
Amphiprion_polymnus,EnvOnly,24,4,0.862
Amphiprion_polymnus,EnvOnly,25,1,0.697
Amphiprion_polymnus,EnvOnly,26,2,0.843
Amphiprion_polymnus,EnvOnly,27,3,0.762
Amphiprion_polymnus,EnvOnly,28,4,0.868
Amphiprion_polymnus,EnvOnly,29,1,0.695
Amphiprion_polymnus,EnvOnly,30,2,0.869
Amphiprion_polymnus,EnvOnly,31,3,0.814
Amphiprion_polymnus,EnvOnly,32,4,0.844
Amphiprion_polymnus,EnvOnly,33,1,0.708
Amphiprion_polymnus,EnvOnly,34,2,0.858
Amphiprion_polymnus,EnvOnly,35,3,0.736
Amphiprion_polymnus,EnvOnly,36,4,0.871
Amphiprion_polymnus,EnvOnly,37,1,0.762
Amphiprion_polymnus,EnvOnly,38,2,0.856
Amphiprion_polymnus,EnvOnly,39,3,0.823
Amphiprion_polymnus,EnvOnly,40,4,0.87
Amphiprion_polymnus,HostOnly,1,1,0.818
Amphiprion_polymnus,HostOnly,2,2,0.812
Amphiprion_polymnus,HostOnly,3,3,0.743
Amphiprion_polymnus,HostOnly,4,4,0.842
Amphiprion_polymnus,HostOnly,5,1,0.811
Amphiprion_polymnus,HostOnly,6,2,0.866
Amphiprion_polymnus,HostOnly,7,3,0.745
Amphiprion_polymnus,HostOnly,8,4,0.869
Amphiprion_polymnus,HostOnly,9,1,0.806
Amphiprion_polymnus,HostOnly,10,2,0.827
Amphiprion_polymnus,HostOnly,11,3,0.757
Amphiprion_polymnus,HostOnly,12,4,0.821
Amphiprion_polymnus,HostOnly,13,1,0.818
Amphiprion_polymnus,HostOnly,14,2,0.865
Amphiprion_polymnus,HostOnly,15,3,0.738
Amphiprion_polymnus,HostOnly,16,4,0.822
Amphiprion_polymnus,HostOnly,17,1,0.824
Amphiprion_polymnus,HostOnly,18,2,0.876
Amphiprion_polymnus,HostOnly,19,3,0.749
Amphiprion_polymnus,HostOnly,20,4,0.852
Amphiprion_polymnus,HostOnly,21,1,0.822
Amphiprion_polymnus,HostOnly,22,2,0.798
Amphiprion_polymnus,HostOnly,23,3,0.742
Amphiprion_polymnus,HostOnly,24,4,0.849
Amphiprion_polymnus,HostOnly,25,1,0.816
Amphiprion_polymnus,HostOnly,26,2,0.862
Amphiprion_polymnus,HostOnly,27,3,0.738
Amphiprion_polymnus,HostOnly,28,4,0.839
Amphiprion_polymnus,HostOnly,29,1,0.81
Amphiprion_polymnus,HostOnly,30,2,0.884
Amphiprion_polymnus,HostOnly,31,3,0.748
Amphiprion_polymnus,HostOnly,32,4,0.835
Amphiprion_polymnus,HostOnly,33,1,0.8
Amphiprion_polymnus,HostOnly,34,2,0.867
Amphiprion_polymnus,HostOnly,35,3,0.744
Amphiprion_polymnus,HostOnly,36,4,0.84
Amphiprion_polymnus,HostOnly,37,1,0.824
Amphiprion_polymnus,HostOnly,38,2,0.848
Amphiprion_polymnus,HostOnly,39,3,0.739
Amphiprion_polymnus,HostOnly,40,4,0.848
Amphiprion_rubrocinctus,Combined,1,1,0.91
Amphiprion_rubrocinctus,Combined,2,2,0.999
Amphiprion_rubrocinctus,Combined,3,3,0.997
Amphiprion_rubrocinctus,Combined,4,4,0.962
Amphiprion_rubrocinctus,Combined,5,1,0.904
Amphiprion_rubrocinctus,Combined,6,2,0.999
Amphiprion_rubrocinctus,Combined,7,3,0.988
Amphiprion_rubrocinctus,Combined,8,4,0.975
Amphiprion_rubrocinctus,Combined,9,1,0.889
Amphiprion_rubrocinctus,Combined,10,2,0.998
Amphiprion_rubrocinctus,Combined,11,3,0.997
Amphiprion_rubrocinctus,Combined,12,4,0.976
Amphiprion_rubrocinctus,Combined,13,1,0.902
Amphiprion_rubrocinctus,Combined,14,2,0.999
Amphiprion_rubrocinctus,Combined,15,3,0.983
Amphiprion_rubrocinctus,Combined,16,4,0.971
Amphiprion_rubrocinctus,Combined,17,1,0.885
Amphiprion_rubrocinctus,Combined,18,2,0.997
Amphiprion_rubrocinctus,Combined,19,3,0.915
Amphiprion_rubrocinctus,Combined,20,4,0.977
Amphiprion_rubrocinctus,Combined,21,1,0.898
Amphiprion_rubrocinctus,Combined,22,2,0.994
Amphiprion_rubrocinctus,Combined,23,3,0.989
Amphiprion_rubrocinctus,Combined,24,4,0.98
Amphiprion_rubrocinctus,Combined,25,1,0.893
Amphiprion_rubrocinctus,Combined,26,2,0.993
Amphiprion_rubrocinctus,Combined,27,3,0.995
Amphiprion_rubrocinctus,Combined,28,4,0.977
Amphiprion_rubrocinctus,Combined,29,1,0.891
Amphiprion_rubrocinctus,Combined,30,2,0.998
Amphiprion_rubrocinctus,Combined,31,3,0.998
Amphiprion_rubrocinctus,Combined,32,4,0.975
Amphiprion_rubrocinctus,Combined,33,1,0.905
Amphiprion_rubrocinctus,Combined,34,2,0.999
Amphiprion_rubrocinctus,Combined,35,3,0.987
Amphiprion_rubrocinctus,Combined,36,4,0.968
Amphiprion_rubrocinctus,Combined,37,1,0.9
Amphiprion_rubrocinctus,Combined,38,2,0.985
Amphiprion_rubrocinctus,Combined,39,3,0.997
Amphiprion_rubrocinctus,Combined,40,4,0.978
Amphiprion_rubrocinctus,EnvOnly,1,1,0.896
Amphiprion_rubrocinctus,EnvOnly,2,2,0.998
Amphiprion_rubrocinctus,EnvOnly,3,3,0.992
Amphiprion_rubrocinctus,EnvOnly,4,4,0.953
Amphiprion_rubrocinctus,EnvOnly,5,1,0.885
Amphiprion_rubrocinctus,EnvOnly,6,2,0.995
Amphiprion_rubrocinctus,EnvOnly,7,3,0.967
Amphiprion_rubrocinctus,EnvOnly,8,4,0.956
Amphiprion_rubrocinctus,EnvOnly,9,1,0.879
Amphiprion_rubrocinctus,EnvOnly,10,2,0.991
Amphiprion_rubrocinctus,EnvOnly,11,3,0.991
Amphiprion_rubrocinctus,EnvOnly,12,4,0.962
Amphiprion_rubrocinctus,EnvOnly,13,1,0.883
Amphiprion_rubrocinctus,EnvOnly,14,2,0.999
Amphiprion_rubrocinctus,EnvOnly,15,3,0.979
Amphiprion_rubrocinctus,EnvOnly,16,4,0.961
Amphiprion_rubrocinctus,EnvOnly,17,1,0.868
Amphiprion_rubrocinctus,EnvOnly,18,2,0.991
Amphiprion_rubrocinctus,EnvOnly,19,3,0.894
Amphiprion_rubrocinctus,EnvOnly,20,4,0.966
Amphiprion_rubrocinctus,EnvOnly,21,1,0.887
Amphiprion_rubrocinctus,EnvOnly,22,2,0.99
Amphiprion_rubrocinctus,EnvOnly,23,3,0.975
Amphiprion_rubrocinctus,EnvOnly,24,4,0.965
Amphiprion_rubrocinctus,EnvOnly,25,1,0.874
Amphiprion_rubrocinctus,EnvOnly,26,2,0.984
Amphiprion_rubrocinctus,EnvOnly,27,3,0.994
Amphiprion_rubrocinctus,EnvOnly,28,4,0.965
Amphiprion_rubrocinctus,EnvOnly,29,1,0.87
Amphiprion_rubrocinctus,EnvOnly,30,2,0.997
Amphiprion_rubrocinctus,EnvOnly,31,3,0.995
Amphiprion_rubrocinctus,EnvOnly,32,4,0.953
Amphiprion_rubrocinctus,EnvOnly,33,1,0.884
Amphiprion_rubrocinctus,EnvOnly,34,2,0.992
Amphiprion_rubrocinctus,EnvOnly,35,3,0.979
Amphiprion_rubrocinctus,EnvOnly,36,4,0.95
Amphiprion_rubrocinctus,EnvOnly,37,1,0.883
Amphiprion_rubrocinctus,EnvOnly,38,2,0.978
Amphiprion_rubrocinctus,EnvOnly,39,3,0.992
Amphiprion_rubrocinctus,EnvOnly,40,4,0.965
Amphiprion_rubrocinctus,HostOnly,1,1,0.865
Amphiprion_rubrocinctus,HostOnly,2,2,0.988
Amphiprion_rubrocinctus,HostOnly,3,3,0.945
Amphiprion_rubrocinctus,HostOnly,4,4,0.917
Amphiprion_rubrocinctus,HostOnly,5,1,0.868
Amphiprion_rubrocinctus,HostOnly,6,2,0.983
Amphiprion_rubrocinctus,HostOnly,7,3,0.929
Amphiprion_rubrocinctus,HostOnly,8,4,0.939
Amphiprion_rubrocinctus,HostOnly,9,1,0.844
Amphiprion_rubrocinctus,HostOnly,10,2,0.988
Amphiprion_rubrocinctus,HostOnly,11,3,0.931
Amphiprion_rubrocinctus,HostOnly,12,4,0.935
Amphiprion_rubrocinctus,HostOnly,13,1,0.871
Amphiprion_rubrocinctus,HostOnly,14,2,0.988
Amphiprion_rubrocinctus,HostOnly,15,3,0.94
Amphiprion_rubrocinctus,HostOnly,16,4,0.928
Amphiprion_rubrocinctus,HostOnly,17,1,0.865
Amphiprion_rubrocinctus,HostOnly,18,2,0.987
Amphiprion_rubrocinctus,HostOnly,19,3,0.935
Amphiprion_rubrocinctus,HostOnly,20,4,0.928
Amphiprion_rubrocinctus,HostOnly,21,1,0.835
Amphiprion_rubrocinctus,HostOnly,22,2,0.985
Amphiprion_rubrocinctus,HostOnly,23,3,0.949
Amphiprion_rubrocinctus,HostOnly,24,4,0.94
Amphiprion_rubrocinctus,HostOnly,25,1,0.862
Amphiprion_rubrocinctus,HostOnly,26,2,0.973
Amphiprion_rubrocinctus,HostOnly,27,3,0.925
Amphiprion_rubrocinctus,HostOnly,28,4,0.944
Amphiprion_rubrocinctus,HostOnly,29,1,0.882
Amphiprion_rubrocinctus,HostOnly,30,2,0.985
Amphiprion_rubrocinctus,HostOnly,31,3,0.929
Amphiprion_rubrocinctus,HostOnly,32,4,0.939
Amphiprion_rubrocinctus,HostOnly,33,1,0.867
Amphiprion_rubrocinctus,HostOnly,34,2,0.985
Amphiprion_rubrocinctus,HostOnly,35,3,0.947
Amphiprion_rubrocinctus,HostOnly,36,4,0.932
Amphiprion_rubrocinctus,HostOnly,37,1,0.863
Amphiprion_rubrocinctus,HostOnly,38,2,0.982
Amphiprion_rubrocinctus,HostOnly,39,3,0.947
Amphiprion_rubrocinctus,HostOnly,40,4,0.939
Amphiprion_sandaracinos,EnvOnly,1,1,0.793
Amphiprion_sandaracinos,EnvOnly,2,2,0.796
