species,model,iter,fc,rm,cv_method,cv_k,test_fold,n_pres_total,n_bg_total,n_pres_train,n_bg_train,n_pres_test,n_bg_test,auc,tss,threshold_maxTSS,sensitivity,specificity,balanced_accuracy,tp,fp,tn,fn,brier,logloss,boyce,predictors,seed
Amphiprion_latifasciatus,Combined,1,lq,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.9128482404692082,0.8299578445747802,0.27028051000000003,0.9090909090909092,0.920866935483871,0.91497892228739,10,157,1827,1,0.02594209327727547,0.13143425159391264,0.2040496469440351,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,1
Amphiprion_latifasciatus,Combined,2,lq,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.47338516746411485,0.3125,0.01451766,1,0.3125,0.65625,11,209,95,0,0.4720153063034137,1.98869317397768,0.08890444604396933,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,2
Amphiprion_latifasciatus,Combined,3,lq,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.8883714285714286,0.7774000000000001,0.01106189,1,0.7774,0.8887,7,1113,3887,0,0.01318510659548455,0.04708002250108924,-0.251568323169505,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,3
Amphiprion_latifasciatus,Combined,4,lq,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.9098240469208212,0.7997159090909092,0.07137993,0.9090909090909092,0.890625,0.8998579545454546,10,217,1767,1,0.00869941327375267,0.04737457873551076,-0.08211277808042029,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,4
Amphiprion_latifasciatus,Combined,5,lq,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.5182416267942583,0.2730263157894737,5.029999999999998e-6,1,0.2730263157894737,0.6365131578947368,11,221,83,0,0.3686155556700114,1.32637273041203,0.3097316184757641,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,5
Amphiprion_latifasciatus,Combined,6,lq,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.8708571428571429,0.6916,0.04511938999999999,1,0.6916,0.8458,7,1542,3458,0,0.01917755662944231,0.08068613610992278,-0.4446735839139051,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,6
Amphiprion_latifasciatus,Combined,7,lq,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.9050586510263928,0.8697763929618767,0.14034865000000002,0.9090909090909092,0.9606854838709676,0.9348881964809383,10,78,1906,1,0.00734231067466017,0.04196646656114825,0.01689825771046657,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,7
Amphiprion_latifasciatus,Combined,8,lq,0.5,block_quadrant,4,3,36,10000,25,9696,11,304,0.4554425837320574,0.2894736842105263,0.00290062,1,0.2894736842105263,0.6447368421052632,11,216,88,0,0.4708780472839261,2.3287060825968715,0.3355665968533488,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,8
Amphiprion_latifasciatus,Combined,9,lq,0.5,block_quadrant,4,4,36,10000,29,2417,7,5000,0.9484,0.8934,0.13599998000000002,1,0.8934,0.9467,7,533,4467,0,0.02190005613410915,0.0901233479895594,-0.17519913482122354,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,9
Amphiprion_latifasciatus,Combined,10,lq,0.5,block_quadrant,4,2,36,10000,25,8016,11,1984,0.9087701612903226,0.8667521994134897,0.30723973,0.9090909090909092,0.9576612903225806,0.9333760997067448,10,84,1900,1,0.01768565034217677,0.08775670644098102,0.42625310023407703,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,10
