scientificName,decimalLongitude,decimalLatitude,date_year,month,day,eventDate,dataset_id,occurrenceStatus,depth,source
Radianthus crispa,128.2760884,26.8601916,2005,NA,NA,2005-05-04,61a0fac8-6bba-4c30-986b-248bc12da62c,Present,NA,obis.org
Radianthus crispa,145.208724976,20.0134792328,2007,6,1,2007-06-01T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,NA,13,obis.org
Radianthus crispa,145.45399,-14.645,2013,NA,NA,2013-11-29 00:11:00,0e4e4700-5e70-48b1-b100-d6b05888dfa9,present,NA,obis.org
Radianthus crispa,151.8703333333,7.4773333333,1993,2,3,1993-02-03,aa16d305-d413-4c4a-90be-b1ec3298d58d,NA,5,obis.org
Radianthus crispa,12.6368,55.9165,2012,3,22,2012-03-22T19:08:00,4d2a31a3-bb76-4ffe-a2f9-817e975f6ba9,present,12.9,obis.org
Radianthus crispa,145.208724976,20.0134792328,2007,6,1,2007-06-01T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,NA,13,obis.org
Radianthus crispa,46.2066688538,-9.3983297348,1967,8,25,1967-08-25T12:00:00Z,89e23fc8-3f61-4480-9de3-358fe6eefe0b,NA,3,obis.org
Radianthus crispa,145.787948608,18.1683197021,2007,6,5,2007-06-05T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,NA,12,obis.org
Radianthus crispa,145.208724976,20.0134792328,2007,6,1,2007-06-01T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,NA,13,obis.org
Radianthus crispa,144.797653198,13.5169801712,2003,9,24,2003-09-24T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,NA,12.5,obis.org
Radianthus crispa,147.731,-18.945,1987,2,NA,1987-02-02T12:00:00Z,987a35d0-a3f3-4050-b8c4-de99b01d8eb6,present,7,obis.org
Radianthus crispa,145.787948608,18.1683197021,2007,6,5,2007-06-05T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,NA,12,obis.org
Radianthus crispa,145.208724976,20.0134792328,2007,6,1,2007-06-01T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,NA,13,obis.org
Radianthus crispa,104.155,2.825,2004,NA,NA,2004,04e3fd32-b08b-4806-a016-d2dff52ae55a,present,NA,obis.org
Radianthus crispa,145.208724976,20.0134792328,2007,6,1,2007-06-01T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,NA,13,obis.org
Radianthus crispa,147.7310028,-18.94499969,1987,2,2,1987-02-02,6c813a6c-86f7-4d45-beb5-33eebd8de938,present,7,obis.org
Radianthus crispa,145.446,-14.6764,2009,NA,NA,2009-04-14 23:04:00,0e4e4700-5e70-48b1-b100-d6b05888dfa9,present,NA,obis.org
Radianthus crispa,145.208724976,20.0134792328,2007,6,1,2007-06-01T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,NA,13,obis.org
Radianthus crispa,145.208724976,20.0134792328,2007,6,1,2007-06-01T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,NA,13,obis.org
Radianthus crispa,145.208724976,20.0134792328,2007,6,1,2007-06-01T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,NA,13,obis.org
Radianthus crispa,144.797653198,13.5169801712,2003,9,24,2003-09-24T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,NA,12.5,obis.org
Radianthus crispa,145.208724976,20.0134792328,2007,6,1,2007-06-01T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,NA,13,obis.org
Radianthus crispa,127.9447313,26.5974838,2007,NA,NA,2007-07-30,61a0fac8-6bba-4c30-986b-248bc12da62c,Present,NA,obis.org
Radianthus crispa,145.787948608,18.1683197021,2007,6,5,2007-06-05T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,NA,12,obis.org
Radianthus crispa,145.787948608,18.1683197021,2007,6,5,2007-06-05T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,NA,12,obis.org
Radianthus crispa,-159.779,-21.2058,2013,6,7,2013-06-07T09:09:00,4d2a31a3-bb76-4ffe-a2f9-817e975f6ba9,present,12.19,obis.org
Radianthus crispa,145.787948608,18.1683197021,2007,6,5,2007-06-05T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,NA,12,obis.org
Radianthus crispa,145.442,-14.6852,2012,NA,NA,2012-03-28 00:03:00,0e4e4700-5e70-48b1-b100-d6b05888dfa9,present,NA,obis.org
Radianthus crispa,145.787948608,18.1683197021,2007,6,5,2007-06-05T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,NA,12,obis.org
Radianthus crispa,145.466,-14.6924,2007,NA,NA,2007-11-01 00:11:00,0e4e4700-5e70-48b1-b100-d6b05888dfa9,present,NA,obis.org
Radianthus crispa,145.479,-14.6717,2013,NA,NA,2013-04-20 23:04:00,0e4e4700-5e70-48b1-b100-d6b05888dfa9,present,NA,obis.org
Radianthus crispa,145.664,-14.6641,2013,NA,NA,2013-11-30 00:11:00,0e4e4700-5e70-48b1-b100-d6b05888dfa9,present,NA,obis.org
Radianthus crispa,145.787948608,18.1683197021,2007,6,5,2007-06-05T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,NA,12,obis.org
Radianthus crispa,145.787948608,18.1683197021,2007,6,5,2007-06-05T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,NA,12,obis.org
Radianthus crispa,98.3307,7.98431,2009,9,25,2009-09-25T10:25:00,4d2a31a3-bb76-4ffe-a2f9-817e975f6ba9,present,12.75,obis.org
Radianthus crispa,58.50068,23.68342,2020,NA,NA,2020-01-30,c5687a17-e454-40f9-9a4b-d04b2c812d74,NA,NA,obis.org
Radianthus crispa,145.208724976,20.0134792328,2007,6,1,2007-06-01T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,NA,13,obis.org
Radianthus crispa,145.664,-14.6641,2013,NA,NA,2013-11-30 00:11:00,0e4e4700-5e70-48b1-b100-d6b05888dfa9,present,NA,obis.org
Radianthus crispa,145.787948608,18.1683197021,2007,6,5,2007-06-05T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,NA,12,obis.org
Radianthus crispa,144.797653198,13.5169801712,2003,9,24,2003-09-24T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,NA,12.5,obis.org
Radianthus crispa,125.3667,-15.1666,1987,NA,NA,1987-05-25T14:00:00Z,0a6c216b-0abe-44d2-a45c-43d9611e2a03,present,NA,obis.org
Radianthus crispa,145.787948608,18.1683197021,2007,6,5,2007-06-05T12:00:00Z,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,NA,12,obis.org
