decimalLongitude,decimalLatitude,eventDate,basisOfRecord,occurrenceStatus,depth,source,datasetName,species
124.17315,-16.01442,2009-10-23,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_rubrocinctus
122.233,-17.967,NA,PreservedSpecimen,present,1,OBIS,NA,Amphiprion_rubrocinctus
123.19351,-15.52833,2009-10-14,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_rubrocinctus
113.9663,-21.91,2007,HumanObservation,present,4.75,OBIS,NA,Amphiprion_rubrocinctus
124.41667,-15.53333,1996-11-23,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_rubrocinctus
130.85,-12.517,1985-11-14,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_rubrocinctus
130.829,-12.436,2008-11-14,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_rubrocinctus
124.30667,-16.09667,2009-10-22,PreservedSpecimen,present,0.25,OBIS,NA,Amphiprion_rubrocinctus
130.83333,-12.41667,NA,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_rubrocinctus
131.483,-11.616,NA,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_rubrocinctus
132.05,-11.2,1983-05-18,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_rubrocinctus
123.4,-16.06666,1994-11-20,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_rubrocinctus
116.58333,-20.48333,1974-11-08,PreservedSpecimen,present,3,OBIS,NA,Amphiprion_rubrocinctus
122.16667,-17.96667,1982-09-13,PreservedSpecimen,present,3.5,OBIS,NA,Amphiprion_rubrocinctus
116.61667,-20.46667,1971-11-05,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_rubrocinctus
126.75,-13.75,1995-11-27,PreservedSpecimen,present,0.3,OBIS,NA,Amphiprion_rubrocinctus
113.93949,-21.95183,2007,HumanObservation,present,2.17,OBIS,NA,Amphiprion_rubrocinctus
130.876,-12.554,2014-04-01,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_rubrocinctus
122.23333,-17.96667,NA,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_rubrocinctus
131,-12.15,1988-02-19,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_rubrocinctus
132.083,-11.067,1982-05-05,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_rubrocinctus
123.37167,-15.615,2009-10-15,PreservedSpecimen,present,0.5,OBIS,NA,Amphiprion_rubrocinctus
132.06,-11.187,1981-06-23,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_rubrocinctus
123.33333,-16.15,1994-11-19,PreservedSpecimen,present,0.39999999999999997,OBIS,NA,Amphiprion_rubrocinctus
124.08333,-16.11667,1996-09-27,PreservedSpecimen,present,0.3,OBIS,NA,Amphiprion_rubrocinctus
114.33333,-21.68333,1977-06-11,PreservedSpecimen,present,1.5,OBIS,NA,Amphiprion_rubrocinctus
126.33333,-13.98333,1995-11-24,PreservedSpecimen,present,0.2,OBIS,NA,Amphiprion_rubrocinctus
132.817,-11,1982-10-19,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_rubrocinctus
124.71667,-14.88333,1996-12-01,PreservedSpecimen,present,1.5,OBIS,NA,Amphiprion_rubrocinctus
124.42778,-16.07777,2009-10-24,PreservedSpecimen,present,0.25,OBIS,NA,Amphiprion_rubrocinctus
113.91066,-22.03736,2007,HumanObservation,present,1.77,OBIS,NA,Amphiprion_rubrocinctus
130.833,-12.416,NA,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_rubrocinctus
124.06667,-15.91667,1996-12-03,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_rubrocinctus
123.45,-16.08333,1991-08-26,PreservedSpecimen,present,0.55,OBIS,NA,Amphiprion_rubrocinctus
131.967,-11.167,1981-10-16,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_rubrocinctus
124.16667,-15.28333,1996-12-02,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_rubrocinctus
113.8,-23.48333,1972-07-07,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_rubrocinctus
124.27472,-16.24027,2009-10-20,PreservedSpecimen,present,0.5,OBIS,NA,Amphiprion_rubrocinctus
123.46667,-16.16667,1991-08-25,PreservedSpecimen,present,0.3,OBIS,NA,Amphiprion_rubrocinctus
124.23583000000001,-15.3325,2011-10-15,PreservedSpecimen,present,NA,OBIS,NA,Amphiprion_rubrocinctus
126.96667,-13.75,1995-11-29,PreservedSpecimen,present,1,OBIS,NA,Amphiprion_rubrocinctus
122.18333,-17.98333,1982-05-13,PreservedSpecimen,present,0.5,OBIS,NA,Amphiprion_rubrocinctus
113.75875,-23.16108,2023-03-14 11:00:00,HumanObservation,present,3.5,OBIS,NA,Amphiprion_rubrocinctus
113.844674,-22.191736,2025-04-29T17:50:47,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.920566,-21.951012,2025-05-19T16:30:09,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.888804,-22.096958,2025-06-25T11:32,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.910211,-22.037795,2025-07-02T15:40,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.909918,-22.037021,2025-07-21T16:39,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.964191,-21.912749,2024-05-02T03:26,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.553517,-22.636117,2024-06-13T11:46,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.884215,-22.100722,2024-06-14T16:22,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.867301,-22.15022,2024-06-21T15:35,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.910059,-22.037716,2024-07-19T16:30,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.875852,-22.132519,2024-08-04T10:14,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.884411,-22.099042,2024-08-08T15:57,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.88428,-22.0992,2024-08-06T17:08,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.754133,-23.144084,2024-08-15T14:31,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.944741,-21.932195,2024-09-22T13:58,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.934043,-21.936386,2024-10-20T17:21:51,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
130.874094,-12.552834,2024-10-19T12:41,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
122.213601,-18.005618,2023-03-23T18:44,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.876414,-22.132488,2023-06-17T09:33,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.888761,-22.092043,2023-07-10T20:10,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.962511,-21.913568,2022-06-09,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.937636,-21.926096,2022-07-27T16:30,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.93696,-21.948554,2022-07-27T12:55,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.881632,-22.101518,2022-07-28T15:56,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.874091,-22.132003,2022-10-10T13:55,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
116.788847,-20.583566,2022-12-24T11:52,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.768524,-23.138131,2021-03-09T12:29:08,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.916554,-22.029667,2021-08-02T11:34Z,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.910577,-22.037707,2021-08-05T13:46,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
114.179515,-21.828412,2021-10-25T18:17,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.885989,-22.098358,2020-01-04T11:21Z,HUMAN_OBSERVATION,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
130.844702,-12.378861,2020-12-27T15:12,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.963459,-21.90146,2019-04-15T16:38,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.70905,-23.091884,2019-06-18T16:42,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.685652,-23.022704,2019-08-31T07:48:56,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.795341,-22.724808,2019-09-29T08:08:01,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
131.088,-12.056,2019-09-11,PRESERVED_SPECIMEN,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
113.876542,-22.13231,2018-04-27T09:50,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.753755,-23.134385,2018-05-10T13:13,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.887839,-22.097983,2018-07-21T08:45,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.910682,-22.037721,2017-04-09T14:59,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.910677,-22.037728,2017-04-09T14:57,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.959384,-21.91411,2017-05-03T11:47,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.662237,-22.605406,2015-05-13,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
113.618394,-22.643408,2015-07-28T11:54,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
130.875,-12.554,2015-09-30,PRESERVED_SPECIMEN,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
135.6048,-11.9448,2015-10-29T00:00,HUMAN_OBSERVATION,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
136.4498,-13.6815,2015-11-08T00:00,HUMAN_OBSERVATION,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
115.5655,-20.3876,2013-10-21T00:00,HUMAN_OBSERVATION,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
115.5087,-20.366,2013-10-22T00:00,HUMAN_OBSERVATION,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
115.5001,-20.4007,2013-10-22T00:00,HUMAN_OBSERVATION,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
115.5508,-20.4599,2013-10-23T00:00,HUMAN_OBSERVATION,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
115.4629,-20.951,2013-10-28T00:00,HUMAN_OBSERVATION,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
113.7588,-23.1611,2012-07-27T00:00,HUMAN_OBSERVATION,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
113.887878,-22.097013,2011-07-22T12:17,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
114.1801,-21.8273,2010-05-27T00:00,HUMAN_OBSERVATION,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
113.7822,-23.3216,2010-05-29T00:00,HUMAN_OBSERVATION,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
113.78224,-23.32164,2010-05-29,HUMAN_OBSERVATION,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
114.15813,-21.86971,2010-05-27,HUMAN_OBSERVATION,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
113.9433,-21.9041,2010-06-01T00:00,HUMAN_OBSERVATION,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
123.0351,-16.3965,2010-06-10T00:00,HUMAN_OBSERVATION,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
123.0512,-16.436,2010-06-11T00:00,HUMAN_OBSERVATION,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
123.0685,-16.4307,2010-06-11T00:00,HUMAN_OBSERVATION,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
113.94328,-21.90414,2010-06-01,HUMAN_OBSERVATION,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
123.05123,-16.43598,2010-06-11,HUMAN_OBSERVATION,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
123.03509,-16.39654,2010-06-10,HUMAN_OBSERVATION,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
123.068522,-16.430728,2010-06-11,HUMAN_OBSERVATION,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
130.8117,-12.406,2010-08-06T00:00,HUMAN_OBSERVATION,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
130.81166,-12.40605,2010-08-06,HUMAN_OBSERVATION,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
130.8361,-12.4723,2009-07-19T00:00,HUMAN_OBSERVATION,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
130.8139,-12.4152,2009-07-19,HUMAN_OBSERVATION,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
124.17315,-16.014417,2009-10-23,PRESERVED_SPECIMEN,PRESENT,0.2,GBIF,NA,Amphiprion_rubrocinctus
123.193517,-15.528333,2009-10-14,PRESERVED_SPECIMEN,PRESENT,0.2,GBIF,NA,Amphiprion_rubrocinctus
130.8127,-12.4134,2008-05-31T00:00,HUMAN_OBSERVATION,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
130.8115,-12.4142,2008-05-31,HUMAN_OBSERVATION,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
114.159804,-21.825139,2008-06-01T12:52,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
114.139151,-21.751943,2006-04-09T13:50,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
114.167581,-21.859744,2006-09-21T15:59,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
114.169461,-22.058662000000002,2005-11-24T13:24,HUMAN_OBSERVATION,PRESENT,NA,GBIF,iNaturalist research-grade observations,Amphiprion_rubrocinctus
114.678733,-21.62565,2003-03-14,PRESERVED_SPECIMEN,PRESENT,NA,GBIF,Waterhouse Club Dampier 2003,Amphiprion_rubrocinctus
130.89111,-12.3275,1996-09-02,PRESERVED_SPECIMEN,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
114.97861,-21.4525,1992-09-21,PRESERVED_SPECIMEN,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
113.746819,-23.12952,1992-12-08T00:00,HUMAN_OBSERVATION,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
113.8,-23.483333,1972-07-07,PRESERVED_SPECIMEN,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
130.83333,-12.45,1965-10,PRESERVED_SPECIMEN,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
131.48334,-11.616667,1938,PRESERVED_SPECIMEN,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
130.83333,-12.46667,1879-03,PRESERVED_SPECIMEN,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
130.83333,-12.416667,1879,PRESERVED_SPECIMEN,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
130.733,-12.383,NA,PRESERVED_SPECIMEN,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
123.533333,-15.35,NA,PRESERVED_SPECIMEN,PRESENT,0.55,GBIF,NA,Amphiprion_rubrocinctus
123.466667,-16.166667,NA,PRESERVED_SPECIMEN,PRESENT,0.3,GBIF,NA,Amphiprion_rubrocinctus
123.45,-16.083333,NA,PRESERVED_SPECIMEN,PRESENT,0.55,GBIF,NA,Amphiprion_rubrocinctus
123.183333,-16.416667,NA,PRESERVED_SPECIMEN,PRESENT,0.55,GBIF,NA,Amphiprion_rubrocinctus
123.116667,-16.4,NA,PRESERVED_SPECIMEN,PRESENT,0.5,GBIF,NA,Amphiprion_rubrocinctus
123.333333,-16.15,NA,PRESERVED_SPECIMEN,PRESENT,0.39999999999999997,GBIF,NA,Amphiprion_rubrocinctus
123.4,-16.066667,NA,PRESERVED_SPECIMEN,PRESENT,0.1,GBIF,NA,Amphiprion_rubrocinctus
123.5,-16.266667,NA,PRESERVED_SPECIMEN,PRESENT,0.45,GBIF,NA,Amphiprion_rubrocinctus
123.353056,-15.711111,NA,PRESERVED_SPECIMEN,PRESENT,0.5,GBIF,NA,Amphiprion_rubrocinctus
123.371667,-15.615,NA,PRESERVED_SPECIMEN,PRESENT,0.5,GBIF,NA,Amphiprion_rubrocinctus
124.464167,-16.109722,NA,PRESERVED_SPECIMEN,PRESENT,0.5,GBIF,NA,Amphiprion_rubrocinctus
124.536944,-16.03,NA,PRESERVED_SPECIMEN,PRESENT,0.5,GBIF,NA,Amphiprion_rubrocinctus
124.483889,-16.068611,NA,PRESERVED_SPECIMEN,PRESENT,0.5,GBIF,NA,Amphiprion_rubrocinctus
124.306667,-16.096667,NA,PRESERVED_SPECIMEN,PRESENT,0.25,GBIF,NA,Amphiprion_rubrocinctus
124.521667,-15.991389,NA,PRESERVED_SPECIMEN,PRESENT,0.5,GBIF,NA,Amphiprion_rubrocinctus
124.274722,-16.240278,NA,PRESERVED_SPECIMEN,PRESENT,0.5,GBIF,NA,Amphiprion_rubrocinctus
124.301944,-16.083333,NA,PRESERVED_SPECIMEN,PRESENT,0.5,GBIF,NA,Amphiprion_rubrocinctus
124.427778,-16.077778,NA,PRESERVED_SPECIMEN,PRESENT,0.25,GBIF,NA,Amphiprion_rubrocinctus
130.833333,-12.416667,NA,PRESERVED_SPECIMEN,PRESENT,NA,GBIF,NA,Amphiprion_rubrocinctus
124.235833,-15.3325,NA,PRESERVED_SPECIMEN,PRESENT,1,GBIF,NA,Amphiprion_rubrocinctus
124.216944,-15.330833,NA,PRESERVED_SPECIMEN,PRESENT,0.5,GBIF,NA,Amphiprion_rubrocinctus
123.358889,-16.053056,NA,PRESERVED_SPECIMEN,PRESENT,0.5,GBIF,NA,Amphiprion_rubrocinctus
